AgentID,GoodPointAmount,BadPointAmount,Velocity,xAxisPos,zAxisPos,seenBySnatcher,touchedWall,academyScore,date-time
-1142,2,1,1.833713,-37.33806,-1.700092,0,0,2,11/02/2020 20:34:40
-1116,1,1,4.189308,-0.5243886,6.565515,0,0,2,11/02/2020 20:34:40
-1090,0,0,10.96249,-18.33667,25.93175,0,0,2,11/02/2020 20:34:40
-1064,1,0,3.254886,16.97078,-29.65184,0,18,2,11/02/2020 20:34:40
-1258,0,0,4.241684,-29.66095,-18.86993,0,4,2,11/02/2020 20:34:41
-1142,2,1,5.29496,-34.89889,-2.830828,0,0,2,11/02/2020 20:34:41
-1116,1,1,7.328042,3.657589,7.499819,0,0,2,11/02/2020 20:34:41
-1090,0,0,2.467235,-19.75461,32.61169,0,0,2,11/02/2020 20:34:41
-1064,1,0,4.07649,17.28139,-28.1486,0,20,2,11/02/2020 20:34:41
-1258,0,0,5.801106,-24.13407,-21.34546,0,4,2,11/02/2020 20:34:42
-1142,2,1,2.121359,-34.92762,-4.560926,0,0,2,11/02/2020 20:34:42
-1116,1,1,8.158133,9.328941,4.984275,0,0,2,11/02/2020 20:34:42
-1090,0,0,5.356891,-22.00833,33.3357,0,0,2,11/02/2020 20:34:42
-1064,1,0,0.04697897,17.95156,-28.81358,0,22,2,11/02/2020 20:34:42
-1258,1,0,2.629174,-18.03468,-20.17181,0,4,2,11/02/2020 20:34:43
-1142,2,1,4.995773,-36.51727,-6.907533,0,0,2,11/02/2020 20:34:43
-1116,1,1,5.153831,11.84426,2.565546,1,0,2,11/02/2020 20:34:43
-1090,0,0,11.43237,-26.43418,35.50293,0,0,2,11/02/2020 20:34:43
-1064,1,0,1.439964,17.95982,-29.85546,0,23,2,11/02/2020 20:34:43
-1258,1,0,4.477068,-14.96911,-18.31608,0,4,3,11/02/2020 20:34:44
-1142,2,1,2.647383,-34.16426,-10.06749,0,0,3,11/02/2020 20:34:44
-1116,2,1,1.211369,13.58258,2.903488,1,0,3,11/02/2020 20:34:44
-1090,0,0,3.58862,-32.96646,34.40138,0,0,3,11/02/2020 20:34:44
-1064,1,0,1.764563,17.80023,-29.76986,0,28,3,11/02/2020 20:34:45
-1258,1,0,4.82522,-13.00881,-14.09507,0,4,2,11/02/2020 20:34:46
-1142,2,1,3.477735,-34.14073,-14.13291,0,0,2,11/02/2020 20:34:46
-1116,2,1,5.198814,17.89381,6.711841,2,0,2,11/02/2020 20:34:46
-1090,0,0,5.441388,-35.86632,33.31382,0,0,2,11/02/2020 20:34:46
-1064,1,0,1.575874,17.44719,-27.11393,0,28,2,11/02/2020 20:34:46
-1258,1,0,2.396977,-14.85319,-8.330164,0,4,2,11/02/2020 20:34:47
-1142,2,1,1.669414,-33.11454,-15.57332,0,0,2,11/02/2020 20:34:47
-1116,2,1,2.530656,17.96099,8.200341,2,0,2,11/02/2020 20:34:47
-1090,0,0,1.738365,-39.18831,30.54688,0,0,2,11/02/2020 20:34:47
-1064,1,0,6.450807,20.19665,-25.74694,0,28,2,11/02/2020 20:34:47
-1258,1,0,4.094981,-15.34219,-7.493915,0,4,2,11/02/2020 20:34:48
-1142,2,1,3.57535,-30.08784,-17.60287,0,0,2,11/02/2020 20:34:48
-1116,2,1,1.152228,19.1104,10.65607,2,0,2,11/02/2020 20:34:48
-1090,0,0,3.782003,-40.30688,30.201,0,0,2,11/02/2020 20:34:48
-1064,1,0,10.80866,24.94355,-21.23265,0,28,2,11/02/2020 20:34:48
-1258,1,0,2.19061,-14.67484,-4.672331,0,5,3,11/02/2020 20:34:49
-1142,2,1,9.573537,-24.3009,-17.35085,0,0,3,11/02/2020 20:34:49
-1116,2,1,1.481744,18.37926,10.04097,2,0,3,11/02/2020 20:34:49
-1090,0,0,7.275057,-38.92185,30.36988,0,0,3,11/02/2020 20:34:49
-1064,2,0,5.005169,26.2406,-18.10138,0,28,3,11/02/2020 20:34:49
-1258,1,0,5.15625,-16.16107,-5.424731,0,8,3,11/02/2020 20:34:50
-1142,2,1,4.674233,-20.64262,-14.25804,0,0,3,11/02/2020 20:34:50
-1116,2,1,5.499104,17.61087,9.930998,2,0,3,11/02/2020 20:34:50
-1090,0,0,5.908355,-43.21457,28.27401,0,0,3,11/02/2020 20:34:50
-1064,2,0,2.664869,27.16968,-17.57034,0,28,3,11/02/2020 20:34:50
-1258,1,1,0.02171306,-18.9058,-4.361816,0,10,2,11/02/2020 20:34:51
-1142,2,1,9.294677,-15.96568,-17.27018,0,0,2,11/02/2020 20:34:51
-1116,2,1,12.29462,20.56057,11.85302,2,0,2,11/02/2020 20:34:51
-1090,0,0,5.162256,-44.94648,27.89117,0,0,2,11/02/2020 20:34:51
-1064,2,0,2.70468,28.05926,-17.52515,0,28,2,11/02/2020 20:34:51
-1258,1,1,7.563799,-19.68493,-6.314239,0,13,1,11/02/2020 20:34:52
-1142,2,1,6.405605,-11.24479,-18.47732,0,0,1,11/02/2020 20:34:52
-1116,2,2,8.540471,27.68518,16.41117,2,0,1,11/02/2020 20:34:52
-1090,0,0,9.61053,-44.02454,20.5795,0,0,1,11/02/2020 20:34:52
-1064,2,0,9.002407,27.72102,-10.73667,0,28,1,11/02/2020 20:34:52
-1258,1,1,14.49803,-23.19621,-10.96734,0,13,2,11/02/2020 20:34:53
-1142,3,1,16.25942,-8.572884,-9.334495,0,0,2,11/02/2020 20:34:53
-1116,3,2,8.191601,31.81518,25.93548,2,0,2,11/02/2020 20:34:53
-1090,0,1,5.041325,-40.93967,12.727,0,0,2,11/02/2020 20:34:53
-1064,2,0,6.590197,25.12445,-7.613955,0,28,2,11/02/2020 20:34:53
-1258,1,1,3.382195,-25.87473,-21.265,0,13,3,11/02/2020 20:34:54
-1142,4,1,2.56802E-07,-9.456504,-4.274035,0,3,3,11/02/2020 20:34:54
-1116,3,2,17.39598,34.31028,36.34881,2,0,3,11/02/2020 20:34:54
-1090,0,1,20.27309,-29.89817,15.07147,0,0,3,11/02/2020 20:34:54
-1064,2,0,2.262699,13.9997,-4.294879,0,29,3,11/02/2020 20:34:54
-1258,1,1,17.44618,-18.5713,-26.91605,0,13,2,11/02/2020 20:34:55
-1142,4,1,11.73955,-10.79439,-5.013959,0,6,2,11/02/2020 20:34:55
-1116,3,2,6.800936,31.62951,49.60639,2,0,2,11/02/2020 20:34:55
-1090,0,1,9.443964,-22.6833,27.30399,0,0,2,11/02/2020 20:34:55
-1064,2,1,12.65954,9.068906,-7.87562,0,31,2,11/02/2020 20:34:55
-1258,1,1,15.95531,-2.44727,-24.095,0,13,2,11/02/2020 20:34:56
-1142,4,1,2.864136,-20.5696,-9.220231,0,6,2,11/02/2020 20:34:56
-1116,3,3,6.686191,24.00953,53.49461,2,0,2,11/02/2020 20:34:56
-1090,1,1,19.21282,-34.95683,37.52542,0,0,2,11/02/2020 20:34:56
-1064,2,1,20.95556,13.78474,-25.29101,0,31,2,11/02/2020 20:34:56
-1258,1,1,11.77513,-0.9582398,-8.862095,0,13,2,11/02/2020 20:34:57
-1142,4,1,11.97963,-21.00262,-18.54646,0,6,2,11/02/2020 20:34:57
-1116,3,3,4.986921,21.01149,50.67409,2,0,2,11/02/2020 20:34:57
-1090,1,1,5.434851,-48.40783,40.47192,0,5,2,11/02/2020 20:34:57
-1064,2,1,12.12541,26.45534,-28.80625,0,33,2,11/02/2020 20:34:57
-1258,1,2,7.107147,-11.36469,-8.129062,0,13,1,11/02/2020 20:34:58
-1142,4,1,9.42227,-16.35764,-29.36077,0,6,1,11/02/2020 20:34:58
-1116,3,3,2.445151,22.34619,41.69745,2,2,1,11/02/2020 20:34:58
-1090,1,1,4.348621,-48.4874,38.98462,0,10,1,11/02/2020 20:34:58
-1064,2,1,23.23409,38.04592,-17.75518,0,33,1,11/02/2020 20:34:58
-1258,1,2,18.86922,-17.10469,-24.13971,0,13,2,11/02/2020 20:34:59
-1142,4,1,7.96093,-12.16993,-29.66517,0,11,2,11/02/2020 20:34:59
-1116,3,3,1.462586,22.79932,41.97433,2,6,2,11/02/2020 20:34:59
-1090,1,1,20.94565,-41.18159,31.10078,0,10,2,11/02/2020 20:34:59
-1064,3,1,6.898159,40.3736,-1.418448,0,33,2,11/02/2020 20:34:59
-1258,1,2,0.2473564,-14.2006,-29.82654,0,16,3,11/02/2020 20:35:00
-1142,4,1,15.7588,-3.234225,-23.80659,0,11,3,11/02/2020 20:35:00
-1116,3,3,6.688831,23.63701,41.78374,2,9,3,11/02/2020 20:35:00
-1090,1,1,14.93742,-24.09606,28.69831,0,10,3,11/02/2020 20:35:00
-1064,4,1,11.7984,33.31546,1.252149,0,33,3,11/02/2020 20:35:00
-1258,1,2,19.43568,-5.541571,-28.62395,0,18,2,11/02/2020 20:35:01
-1142,4,1,22.74716,4.968314,-9.557283,0,11,2,11/02/2020 20:35:01
-1116,3,3,20.22181,35.0748,47.05349,2,11,2,11/02/2020 20:35:01
-1090,1,2,0,-16.18632,36.49511,0,12,2,11/02/2020 20:35:01
-1064,4,1,16.23203,31.27461,-2.908528,0,37,2,11/02/2020 20:35:01
-1258,1,2,21.62149,3.7142,-15.20485,0,18,1,11/02/2020 20:35:02
-1142,4,1,17.40528,-1.873202,7.350244,0,11,1,11/02/2020 20:35:02
-1116,3,4,8.261003,38.60144,57.125,2,11,1,11/02/2020 20:35:02
-1090,1,2,0.2474582,-16.34056,36.34757,0,17,1,11/02/2020 20:35:02
-1064,4,1,19.77076,39.15024,-17.03551,0,37,1,11/02/2020 20:35:02
-1258,1,2,17.23726,-8.476366,-2.914139,0,18,0,11/02/2020 20:35:03
-1142,4,2,17.20246,-16.53818,7.305566,0,11,0,11/02/2020 20:35:03
-1116,4,4,13.99234,28.6207,59.45035,2,11,0,11/02/2020 20:35:03
-1090,1,3,0.06040658,-17.29696,36.47898,0,25,0,11/02/2020 20:35:03
-1064,4,1,0.01108982,47.96742,-21.55301,0,39,0,11/02/2020 20:35:03
-1258,1,2,11.15565,-9.016663,-4.592629,0,21,1,11/02/2020 20:35:04
-1142,5,2,1.192093E-07,-20.49308,0.9224281,0,16,1,11/02/2020 20:35:04
-1116,4,4,10.20188,23.2755,52.62658,2,11,1,11/02/2020 20:35:04
-1090,1,3,16.2032,-25.13195,31.39942,0,26,1,11/02/2020 20:35:04
-1064,4,1,2.28214,47.95065,-18.95901,0,42,1,11/02/2020 20:35:04
-1258,1,2,8.645422,-6.644393,-19.89047,0,21,2,11/02/2020 20:35:05
-1142,5,2,14.68811,-17.30279,1.006833,0,23,2,11/02/2020 20:35:05
-1116,5,4,21.023,27.17947,43.37057,2,11,2,11/02/2020 20:35:05
-1090,1,3,18.54327,-25.20212,15.41942,0,26,2,11/02/2020 20:35:05
-1064,4,1,15.40384,46.92327,-13.54193,0,47,2,11/02/2020 20:35:05
-1258,1,2,13.03252,5.343784,-18.16321,0,21,3,11/02/2020 20:35:06
-1142,6,2,12.72725,-12.66436,10.5941,0,24,3,11/02/2020 20:35:06
-1116,5,4,8.286675,33.67636,41.00854,2,14,3,11/02/2020 20:35:06
-1090,1,3,17.66503,-10.50145,11.00955,0,26,3,11/02/2020 20:35:06
-1064,4,1,19.19341,35.55596,-1.002418,0,47,3,11/02/2020 20:35:06
-1258,1,2,18.10336,13.1429,-7.334579,0,21,4,11/02/2020 20:35:07
-1142,6,2,9.875991,-9.188444,21.9947,0,24,4,11/02/2020 20:35:07
-1116,6,4,19.54785,45.6587,46.94396,2,14,4,11/02/2020 20:35:07
-1090,2,4,8.58931,-6.355129,20.97239,0,26,4,11/02/2020 20:35:07
-1064,4,1,7.687066,31.28167,-0.8547828,0,49,4,11/02/2020 20:35:07
-1258,1,2,4.136057,13.37439,-4.458967,0,24,5,11/02/2020 20:35:08
-1142,6,2,8.341883,-10.56447,32.085,0,24,5,11/02/2020 20:35:08
-1116,6,4,9.92984,46.59896,58.34899,2,15,5,11/02/2020 20:35:08
-1090,2,4,4.401824,-8.854387,30.01694,0,26,5,11/02/2020 20:35:08
-1064,5,1,9.395735,34.78585,-3.667513,0,50,5,11/02/2020 20:35:08
-1258,1,2,4.965434,9.462253,-4.47377,0,28,5,11/02/2020 20:35:09
-1142,6,2,16.08673,-22.51777,35.86639,0,24,5,11/02/2020 20:35:09
-1116,6,4,1.490116E-08,40.23477,66.99609,2,17,5,11/02/2020 20:35:09
-1090,2,4,21.60758,-17.85802,36.34124,0,26,5,11/02/2020 20:35:09
-1064,5,1,12.35967,46.06242,-5.11915,0,50,5,11/02/2020 20:35:09
-1258,1,2,12.80999,2.462728,-11.02449,0,28,4,11/02/2020 20:35:10
-1142,6,3,4.018715,-30.46372,29.85157,0,24,4,11/02/2020 20:35:10
-1116,6,4,2.096342,33.36703,65.57195,2,17,4,11/02/2020 20:35:10
-1090,2,4,15.04587,-34.83296,32.09613,0,26,4,11/02/2020 20:35:10
-1064,5,1,3.61625,48.15854,-3.269514,0,56,4,11/02/2020 20:35:10
-1258,1,2,5.631976,2.731706,-17.58812,0,28,2,11/02/2020 20:35:11
-1142,6,3,17.71961,-34.98349,16.14456,0,24,2,11/02/2020 20:35:11
-1116,6,6,3.046584,27.02678,60.97723,2,17,2,11/02/2020 20:35:11
-1090,2,4,7.998125,-37.41803,24.38695,0,26,2,11/02/2020 20:35:11
-1064,5,1,9.157078,41.61003,0.1730797,0,58,2,11/02/2020 20:35:11
-1258,2,3,10.6558,5.697582,-24.10392,0,28,3,11/02/2020 20:35:12
-1142,6,3,1.764563,-30.26533,-0.5952685,0,25,3,11/02/2020 20:35:12
-1116,7,6,12.29592,21.80991,52.07928,2,17,3,11/02/2020 20:35:12
-1090,2,4,16.01495,-28.46075,20.32257,0,26,3,11/02/2020 20:35:12
-1064,5,1,0.8239579,30.03888,0.9307933,0,60,3,11/02/2020 20:35:12
-1258,2,3,13.79052,19.66778,-24.48777,0,28,3,11/02/2020 20:35:13
-1142,6,3,2.186882,-30.38578,-0.36937,0,31,3,11/02/2020 20:35:13
-1116,7,6,9.817006,27.123,41.88119,2,19,3,11/02/2020 20:35:13
-1090,2,4,11.25321,-18.21037,29.15172,0,26,3,11/02/2020 20:35:13
-1064,5,1,0.03246988,29.1764,0.9339043,0,68,3,11/02/2020 20:35:13
-1258,2,3,23.70601,24.14067,-6.88798,0,28,2,11/02/2020 20:35:14
-1142,6,3,14.27307,-30.39672,5.08976,0,32,2,11/02/2020 20:35:14
-1116,7,7,9.609351,39.78983,45.56892,2,19,2,11/02/2020 20:35:14
-1090,2,4,2.319118,-16.59703,36.28698,0,28,2,11/02/2020 20:35:14
-1064,5,1,0,29.45918,0.8807023,0,79,2,11/02/2020 20:35:14
-1258,2,3,5.98232,20.43569,-4.7764,0,32,2,11/02/2020 20:35:15
-1142,6,3,16.77794,-39.93348,17.55777,0,32,2,11/02/2020 20:35:15
-1116,7,7,10.31826,44.68858,54.60664,2,19,2,11/02/2020 20:35:15
-1090,2,4,18.50146,-24.23371,34.1723,0,31,2,11/02/2020 20:35:15
-1064,5,1,5.647713,30.81598,0.8341158,0,85,2,11/02/2020 20:35:15
-1258,2,3,18.40728,12.91476,-6.036878,0,34,0,11/02/2020 20:35:16
-1142,6,3,3.37323,-48.44448,14.78178,0,36,0,11/02/2020 20:35:16
-1116,7,8,12.62934,40.12762,66.60708,2,19,0,11/02/2020 20:35:16
-1090,2,4,19.50735,-34.81436,21.19145,0,31,0,11/02/2020 20:35:16
-1064,5,2,11.11377,40.26393,8.097146,0,85,0,11/02/2020 20:35:16
-1258,2,3,14.88648,1.253398,-22.34586,0,34,-2,11/02/2020 20:35:17
-1142,6,3,14.79477,-43.93787,2.337113,0,36,-2,11/02/2020 20:35:17
-1116,7,8,8.928161,31.36279,63.61058,2,19,-2,11/02/2020 20:35:17
-1090,2,5,6.577517,-28.29622,6.086413,0,31,-2,11/02/2020 20:35:17
-1064,5,3,13.91109,43.09619,18.28485,0,85,-2,11/02/2020 20:35:17
-1258,2,3,2.401846,-0.434805,-29.64947,0,37,-1,11/02/2020 20:35:18
-1142,6,3,18.53813,-33.21637,-12.33528,0,36,-1,11/02/2020 20:35:18
-1116,7,8,14.1724,32.67179,56.22016,2,19,-1,11/02/2020 20:35:18
-1090,2,5,20.00771,-15.76986,0.834836,0,31,-1,11/02/2020 20:35:18
-1064,6,3,10.47408,36.54888,23.75547,0,85,-1,11/02/2020 20:35:18
-1258,2,3,15.05877,5.408047,-26.00303,0,38,-1,11/02/2020 20:35:19
-1142,6,3,11.24587,-20.60706,-15.10126,0,36,-1,11/02/2020 20:35:19
-1116,7,8,18.87565,43.81684,59.4217,2,19,-1,11/02/2020 20:35:19
-1090,2,5,10.55974,-9.14513,7.538216,0,32,-1,11/02/2020 20:35:19
-1064,6,3,14.78719,24.94312,21.27135,0,85,-1,11/02/2020 20:35:19
-1258,3,3,8.027849,3.427454,-14.50217,0,38,0,11/02/2020 20:35:20
-1142,6,3,17.09772,-14.87766,-7.763809,0,36,0,11/02/2020 20:35:20
-1116,7,8,7.061587,47.66029,65.97266,2,23,0,11/02/2020 20:35:20
-1090,2,5,10.39692,-14.58575,20.05321,0,32,0,11/02/2020 20:35:20
-1064,6,3,14.86687,18.59975,9.55599,0,85,0,11/02/2020 20:35:20
-1258,3,3,1.765315,-2.9307,-10.39828,0,38,0,11/02/2020 20:35:21
-1142,6,3,1.686481,-12.88965,-4.456098,0,41,0,11/02/2020 20:35:21
-1116,7,8,4.299928,47.90871,65.56328,2,27,0,11/02/2020 20:35:21
-1090,2,5,5.074117,-18.98773,22.90952,0,32,0,11/02/2020 20:35:21
-1064,6,3,5.995573,20.24995,4.491874,0,85,0,11/02/2020 20:35:21
-1258,3,3,8.734624,-5.424606,-8.25561,0,38,0,11/02/2020 20:35:22
-1142,6,3,1.443034,-10.41706,-4.614548,0,41,0,11/02/2020 20:35:22
-1116,7,8,1.76456,46.56124,66.9677,2,33,0,11/02/2020 20:35:22
-1090,2,5,0.03046443,-19.41777,22.17599,0,32,0,11/02/2020 20:35:22
-1064,6,3,11.78025,24.37217,1.124919,0,85,0,11/02/2020 20:35:22
-1258,3,3,7.863681,-2.42084,-11.15703,0,38,0,11/02/2020 20:35:23
-1142,6,3,3.955409,-11.51381,-9.074522,0,41,0,11/02/2020 20:35:23
-1116,7,8,9.430103,44.16918,64.47774,2,36,0,11/02/2020 20:35:23
-1090,2,6,6.428377,-17.53275,16.45724,0,32,0,11/02/2020 20:35:23
-1064,7,3,4.341295,23.86165,2.394186,0,87,0,11/02/2020 20:35:23
-1258,3,3,14.50281,-5.149877,-21.27092,0,38,0,11/02/2020 20:35:24
-1142,6,3,13.83045,-24.94426,-10.90723,0,41,0,11/02/2020 20:35:24
-1116,7,8,0,35.51728,67.0591,2,38,0,11/02/2020 20:35:24
-1090,2,6,15.15353,-28.38169,12.83999,0,32,0,11/02/2020 20:35:24
-1064,7,3,11.18144,26.93873,8.919624,0,87,0,11/02/2020 20:35:24
-1258,3,3,20.80852,-18.20617,-12.76907,0,38,-1,11/02/2020 20:35:25
-1142,6,3,5.234142,-24.09293,-4.379622,0,45,-1,11/02/2020 20:35:25
-1116,7,8,10.57252,37.99356,66.68354,2,42,-1,11/02/2020 20:35:25
-1090,2,6,13.31105,-32.24165,25.32183,0,32,-1,11/02/2020 20:35:25
-1064,7,4,12.70061,40.54846,9.106019,0,87,-1,11/02/2020 20:35:25
-1258,3,3,2.785047,-13.43226,-4.585049,0,40,-1,11/02/2020 20:35:26
-1142,6,3,14.97478,-12.63238,-12.6821,0,45,-1,11/02/2020 20:35:26
-1116,7,8,11.28197,38.38657,55.79106,2,42,-1,11/02/2020 20:35:26
-1090,2,6,19.04756,-18.77494,27.69119,0,32,-1,11/02/2020 20:35:26
-1064,7,4,19.29221,44.84194,-7.160543,0,87,-1,11/02/2020 20:35:26
-1258,3,3,20.0787,-8.849438,-16.91433,0,40,-1,11/02/2020 20:35:27
-1142,6,3,16.46395,-22.68004,-22.09552,0,45,-1,11/02/2020 20:35:27
-1116,7,8,12.13077,27.60744,59.57956,2,42,-1,11/02/2020 20:35:27
-1090,2,6,15.19858,-16.96152,12.51182,0,32,-1,11/02/2020 20:35:27
-1064,7,4,18.57349,30.63166,-15.77986,0,87,-1,11/02/2020 20:35:27
-1258,3,3,13.48102,-19.47035,-25.64473,0,40,-1,11/02/2020 20:35:28
-1142,6,3,12.26346,-28.97224,-11.53689,0,45,-1,11/02/2020 20:35:28
-1116,7,8,1.777223,29.16289,66.97533,2,44,-1,11/02/2020 20:35:28
-1090,3,6,1.209103,-25.58977,9.322541,0,32,-1,11/02/2020 20:35:28
-1064,7,5,6.848416,24.86433,-12.58597,0,87,-1,11/02/2020 20:35:28
-1258,3,4,4.269331,-24.9971,-22.1658,0,40,-1,11/02/2020 20:35:29
-1142,6,3,7.232492,-24.19106,-5.5925,0,45,-1,11/02/2020 20:35:29
-1116,7,8,6.185503,32.42365,66.66985,2,45,-1,11/02/2020 20:35:29
-1090,3,6,10.46733,-27.98869,12.57082,0,32,-1,11/02/2020 20:35:29
-1064,8,5,2.120708,26.71272,-4.450789,0,89,-1,11/02/2020 20:35:29
-1258,3,4,8.515736,-19.92233,-15.75424,0,40,-2,11/02/2020 20:35:30
-1142,6,3,9.815907,-16.9562,-5.923585,0,49,-2,11/02/2020 20:35:30
-1116,7,8,14.11117,43.41754,60.35847,2,45,-2,11/02/2020 20:35:30
-1090,3,6,12.79545,-27.30516,18.9165,1,32,-2,11/02/2020 20:35:30
-1064,8,5,8.625735,32.1541,-8.770615,0,89,-2,11/02/2020 20:35:30
-1258,3,4,11.05968,-10.72193,-11.21611,0,40,-2,11/02/2020 20:35:31
-1142,6,3,7.414248,-11.82062,-9.539097,0,49,-2,11/02/2020 20:35:31
-1116,7,8,10.15048,45.1796,50.73489,2,45,-2,11/02/2020 20:35:31
-1090,3,6,6.336164,-12.90031,22.67649,1,32,-2,11/02/2020 20:35:31
-1064,8,5,9.234765,38.08424,-16.27045,0,89,-2,11/02/2020 20:35:31
-1258,3,4,5.528023,-6.698806,-8.11448,0,40,-3,11/02/2020 20:35:32
-1142,6,3,5.168279,-9.849745,-9.308768,0,49,-3,11/02/2020 20:35:32
-1116,7,8,3.220182,45.12661,47.44341,2,45,-3,11/02/2020 20:35:32
-1090,3,6,1.755262,-10.67693,22.80672,2,32,-3,11/02/2020 20:35:32
-1064,8,5,7.983656,40.1574,-16.21064,0,89,-3,11/02/2020 20:35:32
-1258,3,4,5.524732,-10.82404,-9.123262,0,40,-3,11/02/2020 20:35:33
-1142,6,3,8.783109,-13.92997,-7.580149,0,49,-3,11/02/2020 20:35:33
-1116,7,8,9.168337,47.71534,51.75156,2,45,-3,11/02/2020 20:35:33
-1090,3,6,2.763794,-13.55276,27.18313,2,32,-3,11/02/2020 20:35:33
-1064,8,5,2.529334,43.79947,-11.9373,0,89,-3,11/02/2020 20:35:33
-1258,3,4,7.27008,-12.95348,-10.73256,0,40,-3,11/02/2020 20:35:34
-1142,6,3,0.7202948,-14.76656,-4.551807,0,51,-3,11/02/2020 20:35:34
-1116,7,8,0.6853127,48.08421,52.42717,2,51,-3,11/02/2020 20:35:34
-1090,3,6,4.587741,-16.70002,30.28418,2,32,-3,11/02/2020 20:35:34
-1064,8,5,11.47014,46.74942,-4.120934,0,89,-3,11/02/2020 20:35:34
-1258,3,4,11.647,-21.17349,-14.34878,0,40,-3,11/02/2020 20:35:35
-1142,6,3,7.617087,-16.33981,-5.167561,0,54,-3,11/02/2020 20:35:35
-1116,7,8,0.02337915,48.0945,52.623,2,61,-3,11/02/2020 20:35:35
-1090,3,6,8.485015,-18.98763,34.36874,2,32,-3,11/02/2020 20:35:35
-1064,8,5,2.237991,46.30922,-1.298793,0,89,-3,11/02/2020 20:35:35
