snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time
18.42359,-11.02791,63.96605,7.812136,187.0261,5,11/02/2020 21:18:57
0,-12.27328,61.92368,7.812136,186.2102,6,11/02/2020 21:18:58
0,-13.28664,53.05994,7.812136,196.6726,6,11/02/2020 21:18:59
9.932754,-2.934498,43.65511,12.9561,136.5938,6,11/02/2020 21:19:00
9.932754,12.56109,33.13486,12.9561,182.2898,6,11/02/2020 21:19:01
9.932754,20.74273,23.36901,12.9561,286.1722,6,11/02/2020 21:19:02
12.37616,26.14032,27.90845,12.52243,309.8482,6,11/02/2020 21:19:03
12.37616,28.2151,30.13409,12.52243,265.4275,6,11/02/2020 21:19:04
2.271838,29.52308,36.57833,12.52243,344.0587,7,11/02/2020 21:19:05
2.271838,23.8841,32.31353,12.52243,329.7628,7,11/02/2020 21:19:06
2.271838,22.28806,27.44479,12.52243,188.9147,7,11/02/2020 21:19:07
2.271838,25.05497,20.48237,12.52243,320.6893,7,11/02/2020 21:19:08
2.271838,23.30086,18.37311,12.52243,305.2563,7,11/02/2020 21:19:09
2.271838,18.09838,12.39282,12.52243,224.6457,7,11/02/2020 21:19:10
2.271838,14.52755,12.00035,12.52243,42.96876,7,11/02/2020 21:19:11
2.271838,11.86105,14.73288,12.52243,303.665,7,11/02/2020 21:19:12
2.271838,12.52496,18.80687,12.52243,90.17171,7,11/02/2020 21:19:13
2.271838,19.95095,20.98642,12.52243,285.6607,7,11/02/2020 21:19:14
2.271838,14.79018,19.38696,12.52243,169.1896,7,11/02/2020 21:19:15
8.333903,14.10434,20.50654,11.68047,336.4281,7,11/02/2020 21:19:16
8.333903,7.110576,25.91883,11.68047,235.6949,7,11/02/2020 21:19:17
8.333903,2.649923,23.2227,11.68047,183.5956,7,11/02/2020 21:19:18
8.333903,-10.31528,26.42542,11.68047,329.4159,7,11/02/2020 21:19:19
7.051497,-14.80967,29.80977,11.68047,229.5471,7,11/02/2020 21:19:20
7.051497,-15.25254,36.26336,11.68047,364.9431,7,11/02/2020 21:19:21
9.845904,-15.38055,26.16232,8.577524,183.4906,8,11/02/2020 21:19:22
11.77783,-18.83657,27.5527,11.07009,150.225,8,11/02/2020 21:19:23
6.884791,-16.36001,31.22803,10.18207,344.0899,8,11/02/2020 21:19:24
0,-7.003278,35.67612,10.18207,170.2997,9,11/02/2020 21:19:25
0,-10.48241,28.47477,10.18207,239.0989,9,11/02/2020 21:19:26
1.182187,-8.452724,27.01157,10.18207,296.5056,9,11/02/2020 21:19:27
1.182187,-11.09734,20.61523,10.18207,249.7398,9,11/02/2020 21:19:28
1.182187,-11.75694,19.45448,10.18207,238.1476,9,11/02/2020 21:19:29
1.182187,-10.23431,16.10548,10.18207,235.3256,9,11/02/2020 21:19:30
1.182187,-9.315827,18.52199,10.18207,249.1023,9,11/02/2020 21:19:31
1.182187,-11.2706,14.37249,10.18207,318.5314,9,11/02/2020 21:19:32
1.082795,-6.621763,20.80637,10.18207,161.6237,9,11/02/2020 21:19:33
0.7837174,-5.516197,13.89814,10.18207,255.3212,9,11/02/2020 21:19:34
0.7837174,0.8167379,14.40773,10.18207,117.189,9,11/02/2020 21:19:35
0.7837174,3.521251,15.59858,10.18207,121.7857,9,11/02/2020 21:19:36
0.7837174,4.100675,8.998381,10.18207,232.2587,9,11/02/2020 21:19:37
0.7837174,9.468079,12.84544,10.18207,87.05425,9,11/02/2020 21:19:38
0.7837174,8.587399,15.60462,10.18207,327.1787,9,11/02/2020 21:19:39
0.7837174,7.585409,16.69386,10.18207,332.6191,9,11/02/2020 21:19:40
0.7837174,4.552053,16.99344,10.18207,343.4015,9,11/02/2020 21:19:41
0.7837174,7.032171,18.73294,10.18207,261.064,9,11/02/2020 21:19:42
10.15201,-0.918516,14.88469,8.695533,246.8386,9,11/02/2020 21:19:43
10.15201,-2.147673,9.953904,8.695533,136.0731,9,11/02/2020 21:19:44
10.15201,-1.722979,1.719822,8.695533,128.7482,9,11/02/2020 21:19:45
10.15201,-7.914371,-6.009556,8.695533,71.21824,9,11/02/2020 21:19:46
5.972696,-8.945137,-12.34777,8.695533,372.0996,9,11/02/2020 21:19:47
2.95406,-5.914331,-8.940844,8.695533,117.0335,9,11/02/2020 21:19:48
2.03493,-1.70746,-8.19455,8.695533,115.3571,9,11/02/2020 21:19:49
0.4134003,-1.96299,-9.052929,8.695533,89.42709,9,11/02/2020 21:19:50
0.8596221,0.2367262,-9.117111,8.695533,112.1474,9,11/02/2020 21:19:51
0.7247853,-1.60704,-0.4439049,8.695533,73.49648,9,11/02/2020 21:19:52
0.7247853,-3.251992,2.114109,8.695533,222.1139,9,11/02/2020 21:19:53
0.7247853,-7.895999,3.196484,8.695533,316.9576,9,11/02/2020 21:19:54
0.09340398,-6.688731,10.31234,8.695533,45.34253,9,11/02/2020 21:19:55
0.09340398,-5.768395,12.30155,8.695533,50.69212,9,11/02/2020 21:19:56
0.7376806,-4.355384,14.47277,8.695533,277.7705,9,11/02/2020 21:19:57
0.6106178,-11.59404,13.75713,8.695533,249.8884,9,11/02/2020 21:19:58
0.6106178,-14.62129,19.64666,8.695533,386.2158,9,11/02/2020 21:19:59
0.6106178,-5.922671,17.1831,8.695533,153.6092,9,11/02/2020 21:20:00
0.6106178,-8.481275,19.9723,8.695533,373.6293,9,11/02/2020 21:20:01
0.8312577,-8.789903,15.07171,8.695533,128.4207,9,11/02/2020 21:20:02
0.8312577,-2.754366,16.81055,8.695533,226.8822,9,11/02/2020 21:20:03
0.8312577,-4.955453,12.62128,8.695533,56.67189,9,11/02/2020 21:20:04
0.8312577,-2.773963,14.75273,8.695533,246.4966,9,11/02/2020 21:20:05
0.8312577,-1.631671,17.42901,8.695533,88.58198,9,11/02/2020 21:20:06
0.8312577,0.5027336,21.84093,8.695533,354.9197,9,11/02/2020 21:20:07
0.8312577,-4.589826,21.86433,8.695533,208.7595,9,11/02/2020 21:20:08
0.2424687,2.19546,25.47887,8.695533,346.9425,9,11/02/2020 21:20:09
0.2424687,1.652804,24.80354,8.695533,101.7817,9,11/02/2020 21:20:10
0.8035799,1.778383,24.80461,8.695533,342.2024,9,11/02/2020 21:20:11
0.8035799,-1.477541,29.18747,8.695533,88.91536,9,11/02/2020 21:20:12
0.8035799,4.381606,27.72642,8.695533,332.9026,9,11/02/2020 21:20:13
0.8035799,-1.935922,27.58023,8.695533,347.0748,9,11/02/2020 21:20:14
0.8035799,-8.465382,24.41482,8.695533,52.81061,9,11/02/2020 21:20:15
0.8035799,-2.502872,20.90405,8.695533,190.2529,9,11/02/2020 21:20:16
0.8035799,1.1166,13.91665,8.695533,348.3839,9,11/02/2020 21:20:17
0.8035799,-6.977401,12.91953,8.695533,302.2471,9,11/02/2020 21:20:18
0.8035799,-1.111101,7.15695,8.695533,94.97539,9,11/02/2020 21:20:19
0.8035799,4.929632,12.21187,8.695533,26.82363,9,11/02/2020 21:20:20
0.8035799,8.136954,18.08863,8.695533,125.7452,9,11/02/2020 21:20:21
0.8035799,4.483083,18.98776,8.695533,352.9154,9,11/02/2020 21:20:22
6.596685,9.973092,13.92014,4.811264,66.61064,9,11/02/2020 21:20:23
6.596685,16.76515,18.3643,4.811264,111.8097,9,11/02/2020 21:20:24
6.596685,15.27159,17.01551,4.811264,189.9646,9,11/02/2020 21:20:25
6.596685,20.32127,19.67831,4.811264,255.2365,9,11/02/2020 21:20:26
6.596685,24.03777,20.52009,4.811264,36.86066,9,11/02/2020 21:20:27
6.596685,30.47,20.68088,4.811264,138.44,9,11/02/2020 21:20:28
6.596685,34.34755,23.85615,4.811264,364.2072,9,11/02/2020 21:20:29
6.492798,37.94245,30.33204,4.811264,314.2619,9,11/02/2020 21:20:30
6.37,33.00377,36.01984,4.811264,269.2686,9,11/02/2020 21:20:31
6.37,31.69325,32.94503,4.811264,259.6263,9,11/02/2020 21:20:32
6.37,28.60086,35.07492,4.811264,244.1911,9,11/02/2020 21:20:33
4.901578,24.5456,33.50831,4.811264,321.4079,9,11/02/2020 21:20:34
4.901578,20.74514,31.76816,4.811264,260.3194,9,11/02/2020 21:20:35
4.901578,21.13787,31.97288,4.811264,38.97688,9,11/02/2020 21:20:36
3.68461,22.29033,33.53064,4.811264,206.7908,10,11/02/2020 21:20:37
3.68461,25.34721,34.93917,4.811264,146.5033,10,11/02/2020 21:20:38
12.79932,34.51596,26.24368,8.989609,342.3142,10,11/02/2020 21:20:39
12.79932,36.12296,22.49073,8.989609,316.8759,10,11/02/2020 21:20:40
12.79932,43.54843,16.63777,8.989609,190.5171,10,11/02/2020 21:20:41
12.79932,47.66547,5.807592,8.989609,328.2195,10,11/02/2020 21:20:43
0.3105164,42.86127,1.310843,8.989609,285.4402,11,11/02/2020 21:20:44
0.3105164,37.41663,3.722113,8.989609,284.3801,11,11/02/2020 21:20:45
19.32876,19.67876,4.298416,10.05088,267.7928,11,11/02/2020 21:20:46
19.32876,-5.997326,0.9709358,10.05088,295.2201,11,11/02/2020 21:20:47
1.522623,-8.565834,3.675682,10.05088,354.0825,12,11/02/2020 21:20:48
1.522623,-12.73319,8.693,10.05088,146.7627,12,11/02/2020 21:20:49
1.522623,-9.010463,5.645044,10.05088,71.84068,12,11/02/2020 21:20:50
0.3806139,-7.003283,-0.5551052,10.05088,110.6001,13,11/02/2020 21:20:51
0.3806139,-5.271091,-0.8523693,10.05088,320.6698,13,11/02/2020 21:20:52
0.5326841,-7.187036,-3.807243,10.05088,151.025,14,11/02/2020 21:20:53
0.3914563,-4.242981,0.05438995,10.05088,31.86757,14,11/02/2020 21:20:54
0.3471332,0.6157724,-0.1684132,10.05088,183.0392,14,11/02/2020 21:20:55
0.3471332,6.138601,0.1551857,10.05088,147.8918,14,11/02/2020 21:20:56
0.3471332,5.338703,-5.193666,10.05088,211.657,14,11/02/2020 21:20:57
0.3471332,0.884117,-1.354187,10.05088,359.0947,14,11/02/2020 21:20:58
0.575038,-1.741631,8.127559,10.05088,359.5394,14,11/02/2020 21:20:59
0.7499495,-4.54218,15.98664,10.05088,105.637,14,11/02/2020 21:21:00
0.7499495,-4.176446,15.77849,10.05088,35.21803,14,11/02/2020 21:21:01
0.7499495,-7.297482,16.76665,10.05088,88.14217,14,11/02/2020 21:21:02
0.7499495,-2.162819,18.67049,10.05088,363.3703,14,11/02/2020 21:21:03
0.7499495,-7.106747,13.138,10.05088,100.8828,14,11/02/2020 21:21:04
0.7499495,-10.88009,15.46211,10.05088,300.7842,14,11/02/2020 21:21:05
0.7499495,-14.22957,9.427765,10.05088,340.9109,14,11/02/2020 21:21:06
0.7499495,-10.83336,8.066058,10.05088,163.9481,14,11/02/2020 21:21:07
0.7499495,-4.087794,10.73295,10.05088,111.2702,14,11/02/2020 21:21:08
0.7499495,-7.71093,9.236031,10.05088,257.1608,14,11/02/2020 21:21:09
0.7499495,-13.2928,14.00812,10.05088,305.8524,14,11/02/2020 21:21:10
0.8493696,-17.30366,7.566098,10.05088,250.4244,14,11/02/2020 21:21:11
0.8493696,-12.6752,9.816537,10.05088,290.2773,14,11/02/2020 21:21:12
0.8493696,-14.9439,16.52053,10.05088,28.14955,14,11/02/2020 21:21:13
0.8493696,-6.904065,19.24569,10.05088,176.0278,14,11/02/2020 21:21:14
0.8493696,-2.126665,10.80537,10.05088,211.2207,14,11/02/2020 21:21:15
0.8493696,-4.53569,10.55861,10.05088,246.8648,14,11/02/2020 21:21:16
0.5776339,0.005848426,4.022196,10.05088,144.7428,14,11/02/2020 21:21:17
0.5776339,3.355376,11.34073,10.05088,140.7237,14,11/02/2020 21:21:18
0.5776339,11.19974,14.7077,10.05088,293.9882,14,11/02/2020 21:21:19
0.5776339,3.106823,11.02754,10.05088,277.4574,14,11/02/2020 21:21:20
0.9064837,-2.68875,6.15881,10.05088,271.0309,14,11/02/2020 21:21:21
0.9669797,-3.875747,2.559786,10.05088,68.68248,14,11/02/2020 21:21:22
0.9669797,-1.89355,9.339064,10.05088,245.2369,14,11/02/2020 21:21:23
0.590748,2.464134,4.022326,10.05088,118.8307,14,11/02/2020 21:21:24
0.590748,9.073546,10.09527,10.05088,149.3292,14,11/02/2020 21:21:25
0.590748,10.94329,13.16243,10.05088,56.42054,14,11/02/2020 21:21:26
0.590748,11.27192,20.84625,10.05088,267.0328,14,11/02/2020 21:21:27
0.590748,5.227259,20.84855,10.05088,255.058,14,11/02/2020 21:21:28
0.590748,-1.488077,23.33293,10.05088,381.3431,14,11/02/2020 21:21:29
0.590748,-2.70827,21.64487,10.05088,287.8136,14,11/02/2020 21:21:30
0.590748,-3.348253,19.87543,10.05088,246.0072,14,11/02/2020 21:21:31
0.590748,-1.129652,22.90155,10.05088,98.40253,14,11/02/2020 21:21:32
0.590748,5.596657,19.71169,10.05088,337.6182,14,11/02/2020 21:21:33
0.590748,2.334606,15.72225,10.05088,182.575,14,11/02/2020 21:21:34
0.590748,5.773642,18.393,10.05088,53.31663,14,11/02/2020 21:21:35
0.590748,1.660095,18.87593,10.05088,328.581,14,11/02/2020 21:21:36
0.590748,2.872858,11.95781,10.05088,173.0399,14,11/02/2020 21:21:37
0.590748,-0.5287814,13.48862,10.05088,373.2284,14,11/02/2020 21:21:38
0.6947886,4.373298,8.248487,10.05088,81.98635,14,11/02/2020 21:21:39
0.6947886,10.72907,15.80108,10.05088,50.77552,14,11/02/2020 21:21:40
0.6947886,2.326405,12.53688,10.05088,305.5378,14,11/02/2020 21:21:41
0.7388036,6.908438,7.130632,10.05088,90.46296,14,11/02/2020 21:21:42
0.7388036,12.03608,7.042683,10.05088,342.55,14,11/02/2020 21:21:43
0.7388036,10.15999,7.108603,10.05088,268.3676,14,11/02/2020 21:21:44
0.7388036,2.196496,8.471292,10.05088,321.9489,14,11/02/2020 21:21:45
0.7388036,3.596176,10.73234,10.05088,36.71661,14,11/02/2020 21:21:46
0.7388036,3.426225,18.23938,10.05088,70.40031,14,11/02/2020 21:21:47
0.7388036,11.11854,24.42977,10.05088,170.7771,14,11/02/2020 21:21:48
0.7388036,11.80711,22.63543,10.05088,65.15028,14,11/02/2020 21:21:49
0.7388036,18.36355,27.40538,10.05088,247.2982,14,11/02/2020 21:21:50
9.643016,12.41309,17.22385,10.47908,338.4927,14,11/02/2020 21:21:51
9.643016,3.682383,14.62563,10.47908,239.0321,14,11/02/2020 21:21:52
5.933422,0.2976498,3.861607,10.47908,33.55843,14,11/02/2020 21:21:53
5.933422,4.943596,4.732239,10.47908,34.54648,14,11/02/2020 21:21:54
5.933422,4.195673,8.322208,10.47908,361.9342,14,11/02/2020 21:21:55
5.933422,7.50225,5.896767,10.47908,127.9034,14,11/02/2020 21:21:56
0.1714976,7.993166,0.1536312,10.47908,287.3205,15,11/02/2020 21:21:57
0.229046,7.05855,2.348572,10.47908,138.5366,15,11/02/2020 21:21:58
0.5250432,1.805875,3.69386,10.47908,285.8787,15,11/02/2020 21:21:59
0.5250432,1.766555,13.14981,10.47908,47.4702,15,11/02/2020 21:22:00
0.5250432,8.546849,19.72927,10.47908,82.64582,15,11/02/2020 21:22:01
0.5250432,8.208738,11.03507,10.47908,268.3825,15,11/02/2020 21:22:02
0.5250432,-0.9587306,9.62452,10.47908,58.46835,15,11/02/2020 21:22:03
0.5250432,-5.641391,13.65256,10.47908,326.0522,15,11/02/2020 21:22:04
0.5250432,-6.297921,10.91859,10.47908,122.9377,15,11/02/2020 21:22:05
0.5250432,-1.581038,12.24659,10.47908,188.8129,15,11/02/2020 21:22:06
0.5250432,-2.144167,17.34897,10.47908,337.3635,15,11/02/2020 21:22:07
0.5250432,-5.178952,21.76373,10.47908,266.1017,15,11/02/2020 21:22:08
0.5250432,-4.597293,25.80563,10.47908,235.3458,15,11/02/2020 21:22:09
0.5250432,-8.015057,16.60144,10.47908,198.895,15,11/02/2020 21:22:10
0.5250432,-13.84492,19.88304,10.47908,182.1028,15,11/02/2020 21:22:11
0.5250432,-13.25325,22.0253,10.47908,81.96561,15,11/02/2020 21:22:12
0.5250432,-13.99748,21.90733,10.47908,143.556,15,11/02/2020 21:22:13
0.5250432,-8.683517,22.74186,10.47908,377.9184,15,11/02/2020 21:22:14
0.5250432,-3.98455,17.41095,10.47908,159.9297,15,11/02/2020 21:22:15
0.5250432,2.812155,20.99846,10.47908,71.58571,15,11/02/2020 21:22:16
0.5250432,1.386941,19.3571,10.47908,261.1688,15,11/02/2020 21:22:17
0.5250432,3.040507,17.87637,10.47908,177.472,15,11/02/2020 21:22:18
0.5250432,-6.992886,17.04976,10.47908,312.1891,15,11/02/2020 21:22:19
0.5250432,-8.369581,11.71992,10.47908,153.9019,15,11/02/2020 21:22:20
0.5250432,-10.47692,16.80725,10.47908,205.8597,15,11/02/2020 21:22:21
0.5250432,-16.34465,14.06162,10.47908,241.1968,15,11/02/2020 21:22:22
0.5250432,-14.3612,13.81844,10.47908,77.68492,15,11/02/2020 21:22:23
0.5250432,-16.28342,14.09323,10.47908,75.0902,15,11/02/2020 21:22:24
0.5250432,-14.71104,18.12019,10.47908,172.3027,15,11/02/2020 21:22:25
0.5250432,-7.047873,13.47542,10.47908,70.30357,15,11/02/2020 21:22:26
0.5250432,-3.116832,16.5696,10.47908,348.5771,15,11/02/2020 21:22:27
0.5250432,-10.47169,21.15126,10.47908,72.04608,15,11/02/2020 21:22:28
0.7538837,-13.05568,21.85732,10.47908,337.9487,15,11/02/2020 21:22:29
0.7538837,-13.33851,21.29917,10.47908,358.5103,15,11/02/2020 21:22:30
