snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time
7.833312,27.9286,19.7852,13.18304,264.9,3,11/02/2020 20:34:57
7.833312,29.24293,17.95929,13.18304,296.7601,3,11/02/2020 20:34:58
7.833312,30.32031,18.71405,13.18304,206.6594,3,11/02/2020 20:34:59
7.833312,32.84611,19.09761,13.18304,264.6107,3,11/02/2020 20:35:00
7.833312,33.70788,24.78723,13.18304,363.8674,3,11/02/2020 20:35:01
7.833312,37.24218,23.71659,13.18304,35.47272,3,11/02/2020 20:35:02
7.833312,41.89982,25.03821,13.18304,306.7622,3,11/02/2020 20:35:03
6.111174,40.88598,23.20157,13.18304,254.8151,3,11/02/2020 20:35:04
6.111174,38.69971,19.24582,13.18304,292.1852,3,11/02/2020 20:35:05
6.111174,37.34148,21.92889,13.18304,201.3225,3,11/02/2020 20:35:06
6.111174,41.06968,13.11905,13.18304,219.5247,3,11/02/2020 20:35:07
6.111174,40.92839,10.14903,13.18304,345.3373,3,11/02/2020 20:35:08
6.111174,38.16096,9.998158,13.18304,277.8559,3,11/02/2020 20:35:09
6.111174,38.60847,14.69422,13.18304,274.5456,3,11/02/2020 20:35:10
6.111174,35.68285,15.92225,13.18304,368.7864,3,11/02/2020 20:35:11
6.111174,36.54852,18.65976,13.18304,209.4487,3,11/02/2020 20:35:12
6.111174,40.20495,22.41395,13.18304,251.9793,3,11/02/2020 20:35:13
6.111174,40.39318,19.12197,13.18304,350.2766,3,11/02/2020 20:35:14
6.111174,38.66867,17.50853,13.18304,322.5324,3,11/02/2020 20:35:15
6.111174,37.87078,24.67682,13.18304,372.3943,3,11/02/2020 20:35:16
12.0311,41.26782,14.05271,12.70414,288.7719,3,11/02/2020 20:35:17
5.986937,40.31165,11.41495,13.29051,296.3147,3,11/02/2020 20:35:18
16.26649,34.64903,16.40162,11.85102,263.1302,3,11/02/2020 20:35:19
15.98556,13.62736,29.96841,8.167637,40.85619,3,11/02/2020 20:35:20
15.52767,-2.619065,29.65341,8.167637,120.4152,3,11/02/2020 20:35:21
15.52767,-10.33069,32.9125,8.167637,91.1403,3,11/02/2020 20:35:22
17.98339,-28.13216,34.05804,11.33073,376.8809,3,11/02/2020 20:35:23
17.98339,-43.22644,28.29903,11.33073,127.9256,3,11/02/2020 20:35:24
0,-45.72622,27.93881,11.33073,105.5848,4,11/02/2020 20:35:25
0.3102025,-39.94786,22.88408,11.33073,210.1758,4,11/02/2020 20:35:26
0.339752,-31.77953,23.30585,11.33073,68.43666,4,11/02/2020 20:35:27
0.339752,-23.23495,24.43169,11.33073,108.9569,4,11/02/2020 20:35:28
0.339752,-24.58659,23.13107,11.33073,299.6915,4,11/02/2020 20:35:29
3.295777,-26.40059,14.88582,7.079876,54.21225,4,11/02/2020 20:35:30
15.91268,-16.55963,20.88075,7.867649,84.66492,4,11/02/2020 20:35:31
24.62232,1.451741,37.58295,4.343421,230.7626,4,11/02/2020 20:35:32
10.74245,3.627491,48.11224,4.343421,350.9222,4,11/02/2020 20:35:33
10.74245,6.089172,50.18309,4.343421,182.7478,4,11/02/2020 20:35:34
10.74245,10.88158,50.78127,4.343421,202.1181,4,11/02/2020 20:35:35
10.74245,15.54515,49.82398,4.343421,183.0503,4,11/02/2020 20:35:36
10.74245,22.85916,49.11396,4.343421,222.9502,4,11/02/2020 20:35:37
10.74245,23.7827,49.81373,4.343421,273.3304,4,11/02/2020 20:35:38
10.74245,20.55753,56.28918,4.343421,265.402,4,11/02/2020 20:35:39
10.74245,27.40989,55.80187,4.343421,197.9789,4,11/02/2020 20:35:40
10.74245,33.09673,54.57873,4.343421,209.5881,4,11/02/2020 20:35:41
10.74245,34.91228,57.15759,4.343421,191.1554,4,11/02/2020 20:35:42
10.74245,35.96818,59.50135,4.343421,237.7402,4,11/02/2020 20:35:43
10.74245,37.50189,59.92118,4.343421,229.9218,4,11/02/2020 20:35:44
8.542728,34.22016,56.22701,8.396169,253.2701,4,11/02/2020 20:35:45
8.542728,20.83526,44.32755,8.396169,265.4125,4,11/02/2020 20:35:46
0,11.83845,41.50757,8.396169,227.4334,5,11/02/2020 20:35:47
0,5.264812,38.82639,8.396169,240.4012,5,11/02/2020 20:35:48
0,3.107556,30.30151,8.396169,373.3544,5,11/02/2020 20:35:49
0,4.966224,31.49197,8.396169,69.35117,5,11/02/2020 20:35:50
0,6.38772,34.78092,8.396169,30.39969,5,11/02/2020 20:35:51
0.4650493,1.554452,33.70067,8.396169,263.0612,5,11/02/2020 20:35:52
0.4650493,7.330231,31.83542,8.396169,222.2462,5,11/02/2020 20:35:53
0.7893994,5.62518,27.56145,8.396169,316.0598,5,11/02/2020 20:35:54
0.8361096,-2.605195,22.96885,8.396169,223.7565,5,11/02/2020 20:35:55
0.8361096,-6.170502,18.7742,8.396169,173.8165,5,11/02/2020 20:35:56
10.00454,-3.100508,21.79194,10.00451,124.4093,5,11/02/2020 20:35:57
10.00454,9.702093,24.10448,10.00451,149.5706,5,11/02/2020 20:35:58
10.00454,17.87527,32.93947,10.00451,289.3994,5,11/02/2020 20:35:59
0,19.48506,32.78548,10.00451,212.4894,6,11/02/2020 20:36:00
0.3829142,17.24065,30.1423,10.55912,247.6646,6,11/02/2020 20:36:01
0.3829142,10.12128,24.81081,10.55912,231.0817,6,11/02/2020 20:36:02
0.7222157,0.6856229,25.04769,10.55912,324.2906,6,11/02/2020 20:36:03
0.7222157,5.021251,20.58435,10.55912,232.3837,6,11/02/2020 20:36:04
0.7222157,4.711843,18.47702,10.55912,190.046,6,11/02/2020 20:36:05
0.7222157,-2.322725,14.76612,10.55912,33.96874,6,11/02/2020 20:36:06
0.7222157,-0.417116,19.88556,10.55912,160.5661,6,11/02/2020 20:36:07
0.7222157,6.951652,22.00215,10.55912,301.8863,6,11/02/2020 20:36:08
0.7222157,0.1629685,25.46147,10.55912,295.5771,6,11/02/2020 20:36:09
0.7222157,-7.504835,22.71095,10.55912,249.1435,6,11/02/2020 20:36:10
0.7222157,-5.02354,24.699,10.55912,49.83637,6,11/02/2020 20:36:11
0.7222157,-10.76605,26.85664,10.55912,167.9065,6,11/02/2020 20:36:12
0.7222157,-7.734829,24.48037,10.55912,208.2706,6,11/02/2020 20:36:13
0.7222157,-7.824031,26.86441,10.55912,84.27125,6,11/02/2020 20:36:14
0.7222157,0.0884755,28.19845,10.55912,157.7517,6,11/02/2020 20:36:15
0.7222157,3.677174,19.16741,10.55912,253.1393,6,11/02/2020 20:36:17
0.5265754,5.331765,11.36485,10.55912,145.5454,6,11/02/2020 20:36:18
0.5265754,5.735533,9.036078,10.55912,123.3255,6,11/02/2020 20:36:19
0.5265754,8.159507,6.499161,10.55912,110.8451,6,11/02/2020 20:36:20
0.5265754,4.661201,11.48478,10.55912,172.0343,6,11/02/2020 20:36:21
0.5265754,2.263055,10.68535,10.55912,382.9511,6,11/02/2020 20:36:22
0.5265754,-0.3578948,15.45257,10.55912,252.3241,6,11/02/2020 20:36:23
0.5265754,-1.997918,9.120878,10.55912,148.6223,6,11/02/2020 20:36:24
0.5265754,6.293188,5.467257,10.55912,97.31264,6,11/02/2020 20:36:25
0.5265754,8.263293,1.307463,11.47691,368.9718,6,11/02/2020 20:36:26
0.5550008,5.852691,1.310242,12.62543,165.888,6,11/02/2020 20:36:27
17.41253,-5.007688,-11.45332,5.892033,60.16858,6,11/02/2020 20:36:28
6.725491,-8.595311,-0.5778885,4.207588,360.973,6,11/02/2020 20:36:29
3.753437,-7.809426,12.5361,4.207588,353.5105,6,11/02/2020 20:36:30
3.753437,-9.026548,17.5254,4.207588,336.5894,6,11/02/2020 20:36:31
3.753437,-13.74442,20.74246,4.207588,171.9519,6,11/02/2020 20:36:32
3.753437,-8.295411,19.91418,4.207588,215.5777,6,11/02/2020 20:36:33
3.753437,-3.998491,21.26739,4.207588,279.3916,6,11/02/2020 20:36:34
3.753437,-4.162957,25.49461,4.207588,168.7185,6,11/02/2020 20:36:35
3.753437,-0.2009093,28.25014,4.207588,350.9956,6,11/02/2020 20:36:36
3.753437,-1.576041,34.65696,4.207588,255.9514,6,11/02/2020 20:36:37
3.753437,2.402365,39.78397,4.207588,210.6328,6,11/02/2020 20:36:38
3.753437,1.34737,43.32831,4.207588,276.9304,6,11/02/2020 20:36:39
3.089456,-1.077989,41.70931,4.207588,312.7904,6,11/02/2020 20:36:40
2.925803,3.459682,39.3744,4.207588,175.2253,6,11/02/2020 20:36:41
2.925803,5.75674,40.29097,4.207588,157.5804,6,11/02/2020 20:36:42
2.925803,7.918218,41.7117,4.207588,300.4206,6,11/02/2020 20:36:43
2.925803,8.49765,38.90193,4.207588,197.6465,6,11/02/2020 20:36:44
2.925803,3.400097,35.61723,4.207588,178.6507,6,11/02/2020 20:36:45
2.925803,5.809974,34.20732,4.207588,70.51356,6,11/02/2020 20:36:46
2.925803,-0.2113858,38.75468,4.207588,222.017,6,11/02/2020 20:36:47
2.925803,1.66196,37.35964,4.207588,260.0872,6,11/02/2020 20:36:48
16.48156,-2.722256,35.64164,4.903392,302.8335,6,11/02/2020 20:36:49
8.335091,-19.61343,27.31565,4.903392,251.1728,6,11/02/2020 20:36:50
8.335091,-23.19935,27.79595,4.903392,116.1409,6,11/02/2020 20:36:51
8.335091,-20.53372,22.41713,4.903392,92.12199,6,11/02/2020 20:36:52
8.335091,-25.87805,13.76809,4.903392,30.23928,6,11/02/2020 20:36:53
8.335091,-25.3397,8.79915,4.903392,147.1737,6,11/02/2020 20:36:54
8.335091,-30.30008,5.132011,4.903392,77.08279,6,11/02/2020 20:36:55
0.7114725,-27.07415,0.7224865,4.903392,146.3899,7,11/02/2020 20:36:56
0.7114725,-24.22518,4.658897,4.903392,115.0349,7,11/02/2020 20:36:57
0.7114725,-21.55812,1.100807,4.903392,76.24709,7,11/02/2020 20:36:58
0.7114725,-16.6238,9.218931,4.903392,47.94788,7,11/02/2020 20:36:59
0.7114725,-15.52109,6.773628,4.903392,208.4423,7,11/02/2020 20:37:00
0.7114725,-12.3259,6.663942,4.903392,31.13939,7,11/02/2020 20:37:01
0.7114725,-13.19756,3.768433,4.903392,67.09991,7,11/02/2020 20:37:02
0.7114725,-5.17829,5.010231,4.903392,116.642,7,11/02/2020 20:37:03
28.67365,14.89277,5.722617,7.405414,238.2435,7,11/02/2020 20:37:04
21.26763,32.48942,3.315432,6.456101,266.6825,7,11/02/2020 20:37:05
2.816609,39.80266,9.122608,10.49491,358.0797,7,11/02/2020 20:37:06
2.816609,36.83892,17.77129,10.49491,286.3939,7,11/02/2020 20:37:07
18.23859,17.21315,16.11518,9.191735,203.4153,7,11/02/2020 20:37:08
18.23859,-5.056519,15.58043,9.191735,270.4593,7,11/02/2020 20:37:09
18.23859,-23.16496,14.41498,9.191735,134.6555,7,11/02/2020 20:37:10
18.23859,-35.81905,17.68172,9.191735,375.4561,7,11/02/2020 20:37:11
8.837888,-36.69524,18.54,9.191735,148.9832,7,11/02/2020 20:37:12
6.1116,-33.76759,27.22479,9.191735,100.584,7,11/02/2020 20:37:13
3.931226,-33.31201,31.94284,9.191735,377.9529,7,11/02/2020 20:37:14
3.931226,-30.25916,32.10043,9.191735,129.8126,7,11/02/2020 20:37:15
3.931226,-23.77911,30.67627,9.191735,142.5863,7,11/02/2020 20:37:16
2.384186E-07,-17.79561,36.34198,9.191735,167.6221,8,11/02/2020 20:37:17
2.384186E-07,-13.70242,27.494,9.191735,171.3373,8,11/02/2020 20:37:18
19.77754,-6.361277,17.01437,8.677701,82.53691,8,11/02/2020 20:37:19
13.52772,-1.712751,-5.275593,3.893005,128.9948,8,11/02/2020 20:37:20
9.057986,5.610909,-8.991083,3.893005,184.0022,8,11/02/2020 20:37:21
9.057986,10.08574,-14.56827,3.893005,62.29113,8,11/02/2020 20:37:22
9.057986,13.06744,-15.05952,3.893005,125.9221,8,11/02/2020 20:37:23
9.057986,19.09038,-17.39095,3.893005,39.94678,8,11/02/2020 20:37:24
9.057986,19.46626,-18.28819,3.893005,356.5174,8,11/02/2020 20:37:25
9.057986,23.74977,-19.56013,3.893005,93.9433,8,11/02/2020 20:37:26
9.057986,26.62081,-19.53338,3.893005,337.9835,8,11/02/2020 20:37:27
9.057986,22.911,-22.31318,3.893005,303.6874,8,11/02/2020 20:37:28
9.057986,20.24257,-23.19246,3.893005,320.9794,8,11/02/2020 20:37:29
9.057986,16.70961,-23.99559,3.893005,363.6531,8,11/02/2020 20:37:30
9.057986,14.60593,-24.9228,3.893005,53.41112,8,11/02/2020 20:37:31
9.057986,11.63833,-26.92402,3.893005,352.3583,8,11/02/2020 20:37:32
9.057986,10.301,-26.45013,3.893005,371.7529,8,11/02/2020 20:37:33
9.057986,11.81988,-25.5706,3.893005,337.742,8,11/02/2020 20:37:34
9.057986,9.019804,-26.6123,3.893005,41.22799,8,11/02/2020 20:37:35
9.057986,9.737321,-27.60396,3.893005,374.2525,8,11/02/2020 20:37:36
9.057986,9.402446,-26.8068,3.893005,366.0509,8,11/02/2020 20:37:37
9.057986,6.717142,-26.964,3.893005,321.2722,8,11/02/2020 20:37:38
9.057986,5.013626,-28.24442,3.893005,354.0937,8,11/02/2020 20:37:39
9.057986,2.782612,-28.61232,3.893005,348.4905,8,11/02/2020 20:37:40
1.192093E-07,-2.190791,-29.89242,3.893005,337.097,9,11/02/2020 20:37:41
1.192093E-07,-5.831693,-23.40928,3.893005,295.3986,9,11/02/2020 20:37:42
1.192093E-07,-8.556367,-19.90836,3.893005,94.17893,9,11/02/2020 20:37:44
9.910031,-9.873559,-12.02517,11.20751,117.6677,9,11/02/2020 20:37:45
17.97634,-11.91032,-13.03574,10.44639,220.1678,9,11/02/2020 20:37:46
5.376073,-17.87948,-15.81208,10.04365,334.8275,9,11/02/2020 20:37:47
4.557127,-23.24958,-4.617802,10.04365,372.956,9,11/02/2020 20:37:48
8.90426,-19.81201,-4.596222,11.22156,123.8347,10,11/02/2020 20:37:49
18.76356,-1.292072,-4.388863,9.039291,372.7762,10,11/02/2020 20:37:50
8.556641E-08,8.293015,0.08980942,10.74292,276.1656,11,11/02/2020 20:37:51
8.556641E-08,9.313949,1.301359,10.74292,381.8156,11,11/02/2020 20:37:52
8.556641E-08,10.68177,6.546709,10.74292,184.3455,11,11/02/2020 20:37:53
19.80846,28.24604,13.32055,9.925037,298.0941,11,11/02/2020 20:37:54
19.80846,38.38442,17.50644,9.925037,323.9873,11,11/02/2020 20:37:55
0,47.19157,20.14711,9.925037,266.6197,12,11/02/2020 20:37:56
0,38.95139,22.40238,9.925037,312.8391,12,11/02/2020 20:37:57
0,29.29444,23.52267,9.925037,265.529,12,11/02/2020 20:37:58
0.1117992,28.42924,22.07711,9.925037,370.6032,12,11/02/2020 20:37:59
0.387657,28.28039,21.0576,9.925037,241.5269,12,11/02/2020 20:38:00
0.387657,26.5645,16.92967,9.925037,124.9164,12,11/02/2020 20:38:01
0.387657,21.09897,23.39056,9.925037,313.584,12,11/02/2020 20:38:02
0.387657,17.69304,30.47451,9.925037,52.41542,12,11/02/2020 20:38:03
0.387657,8.984639,30.23788,9.925037,245.677,12,11/02/2020 20:38:04
0.387657,9.129796,22.7128,9.925037,154.9724,12,11/02/2020 20:38:05
0.387657,10.04249,20.10676,9.925037,239.3767,12,11/02/2020 20:38:06
0.387657,10.92736,15.51355,9.925037,117.5404,12,11/02/2020 20:38:07
0.387657,11.72724,16.46004,9.925037,65.74384,12,11/02/2020 20:38:08
0.387657,10.44389,21.19875,9.925037,220.8399,12,11/02/2020 20:38:09
0.387657,14.61552,21.18638,9.925037,49.17176,12,11/02/2020 20:38:10
0.387657,11.13068,28.3019,9.925037,163.167,12,11/02/2020 20:38:11
0.387657,13.00001,24.81629,9.925037,26.83376,12,11/02/2020 20:38:12
0.387657,19.91076,28.71677,9.925037,191.2305,12,11/02/2020 20:38:13
0.387657,14.342,26.26155,9.925037,278.8195,12,11/02/2020 20:38:14
0.387657,8.784658,22.50348,9.925037,159.4344,12,11/02/2020 20:38:15
0.387657,6.687188,21.39643,9.925037,246.0287,12,11/02/2020 20:38:16
0.387657,9.631674,16.98485,9.925037,66.0831,12,11/02/2020 20:38:17
0.387657,14.90149,15.94213,9.925037,108.5151,12,11/02/2020 20:38:18
0.387657,14.99725,17.24099,9.925037,345.3029,12,11/02/2020 20:38:19
0.387657,8.606301,25.00104,9.925037,333.1859,12,11/02/2020 20:38:20
0.387657,6.100447,32.45765,9.925037,321.8459,12,11/02/2020 20:38:21
0.387657,0.8341222,34.88721,9.925037,380.0902,12,11/02/2020 20:38:22
0.387657,6.802353,34.62542,9.925037,125.6005,12,11/02/2020 20:38:23
0.387657,4.851632,34.29637,9.925037,235.8692,12,11/02/2020 20:38:24
0.387657,5.041101,30.57629,9.925037,52.81985,12,11/02/2020 20:38:25
9.98132,17.94512,24.77122,12.1361,89.96802,12,11/02/2020 20:38:26
9.98132,24.25348,19.07265,12.1361,290.7789,12,11/02/2020 20:38:27
9.98132,27.84369,19.77422,12.1361,309.7993,12,11/02/2020 20:38:28
9.98132,29.55602,10.42993,12.1361,212.0884,12,11/02/2020 20:38:29
9.98132,30.72224,7.414694,12.1361,348.3951,12,11/02/2020 20:38:30
12.08088,35.70385,6.224941,11.0624,276.3834,12,11/02/2020 20:38:31
9.742373,33.80086,-6.656462,7.380637,289.2235,13,11/02/2020 20:38:32
9.742373,25.04866,-13.29446,7.380637,306.8849,13,11/02/2020 20:38:33
9.742373,23.40405,-14.11969,7.380637,366.2057,13,11/02/2020 20:38:34
9.742373,20.40395,-16.35066,7.380637,315.1637,13,11/02/2020 20:38:35
9.742373,15.21657,-19.17803,7.380637,362.8362,13,11/02/2020 20:38:36
9.742373,15.25316,-20.5421,7.380637,358.6564,13,11/02/2020 20:38:37
9.742373,13.25946,-21.73315,7.380637,336.9975,13,11/02/2020 20:38:38
9.742373,9.508758,-23.32149,7.380637,36.34498,13,11/02/2020 20:38:39
9.742373,2.248567,-28.72253,7.380637,382.0511,13,11/02/2020 20:38:40
9.536743E-07,5.582635,-30.0061,7.380637,80.90791,14,11/02/2020 20:38:41
0.2979912,4.448826,-22.75937,7.380637,300.5992,14,11/02/2020 20:38:42
0.4318594,6.971918,-19.21049,7.380637,40.82318,14,11/02/2020 20:38:43
0.550897,8.632988,-10.68797,7.380637,53.21117,14,11/02/2020 20:38:44
0.550897,6.389104,-7.576908,7.380637,335.3564,14,11/02/2020 20:38:45
19.30413,1.113216,2.737465,8.878531,371.0727,14,11/02/2020 20:38:46
19.30413,-1.022471,20.16161,8.878531,287.4411,14,11/02/2020 20:38:47
0,-8.299444,34.40484,8.878531,171.8495,15,11/02/2020 20:38:48
0,-9.419325,30.46211,8.878531,219.1764,15,11/02/2020 20:38:49
0,-6.326687,32.66386,8.878531,86.543,15,11/02/2020 20:38:50
0,-2.440659,34.05788,8.878531,283.701,15,11/02/2020 20:38:51
0,-3.064198,33.23801,8.878531,213.2652,15,11/02/2020 20:38:52
0,-1.517976,37.5631,8.878531,262.5965,15,11/02/2020 20:38:53
0,0.8161319,31.6122,8.878531,195.126,15,11/02/2020 20:38:54
0,7.801291,32.18252,8.878531,243.2868,15,11/02/2020 20:38:55
0,1.556327,25.26167,8.878531,223.4814,15,11/02/2020 20:38:56
0,-5.133242,17.90434,8.878531,233.6063,15,11/02/2020 20:38:57
0,1.549765,13.85335,8.878531,131.0125,15,11/02/2020 20:38:58
0,7.644157,11.02016,8.878531,215.9183,15,11/02/2020 20:38:59
0,6.893793,10.92077,8.878531,242.7939,15,11/02/2020 20:39:00
9.933878,-2.599358,4.095942,13.06534,57.56606,15,11/02/2020 20:39:01
9.933878,-5.781605,5.057624,13.06534,333.5291,15,11/02/2020 20:39:02
2.861023E-07,-11.86123,2.806932,13.06534,59.12041,16,11/02/2020 20:39:03
9.376532,-6.617188,-3.233908,4.315649,288.3519,16,11/02/2020 20:39:04
11.48749,2.791163,0.7670841,8.122329,123.7129,16,11/02/2020 20:39:05
11.48749,14.59344,12.01955,8.122329,67.8253,16,11/02/2020 20:39:06
11.48749,20.50439,19.37123,8.122329,320.5282,16,11/02/2020 20:39:07
9.29076,26.78431,25.43609,8.122329,257.8207,16,11/02/2020 20:39:08
9.508968,22.31349,22.59262,4.719306,273.2619,16,11/02/2020 20:39:09
18.92508,15.7099,21.24282,5.176389,282.4292,16,11/02/2020 20:39:10
9.444865,-0.3039613,12.52021,9.616199,92.13416,16,11/02/2020 20:39:11
0.9200161,-8.082849,17.52798,9.339642,259.01,16,11/02/2020 20:39:13
0.9200161,-14.17804,11.95929,9.339642,214.0494,16,11/02/2020 20:39:14
0.9200161,-8.324621,12.11828,9.339642,313.1046,16,11/02/2020 20:39:15
19.32076,-0.7245957,12.6729,6.897645,134.7703,16,11/02/2020 20:39:16
19.32076,9.103591,3.334769,6.897645,385.4112,16,11/02/2020 20:39:17
7.194132,15.80625,0.7342796,6.897645,284.6092,17,11/02/2020 20:39:18
7.194132,21.46155,3.150295,6.897645,259.5947,17,11/02/2020 20:39:19
7.194132,28.23199,9.826224,6.897645,343.9762,17,11/02/2020 20:39:20
7.194132,29.54576,17.14604,6.897645,313.8075,17,11/02/2020 20:39:21
7.194132,27.2673,18.37984,6.897645,314.0025,17,11/02/2020 20:39:22
7.194132,26.54869,17.03926,6.897645,319.3397,17,11/02/2020 20:39:23
7.194132,30.3115,18.56875,6.897645,70.80965,17,11/02/2020 20:39:24
7.194132,34.2011,19.41824,6.897645,316.5574,17,11/02/2020 20:39:25
7.194132,35.64772,25.30618,6.897645,308.4431,17,11/02/2020 20:39:26
7.194132,34.30941,27.47212,6.897645,272.3696,17,11/02/2020 20:39:27
7.194132,33.49575,29.10046,6.897645,356.6221,17,11/02/2020 20:39:28
7.194132,32.48153,28.99162,6.897645,283.6573,17,11/02/2020 20:39:29
7.194132,35.81552,27.70367,6.897645,315.946,17,11/02/2020 20:39:30
7.194132,35.20134,27.0253,6.897645,326.0965,17,11/02/2020 20:39:31
7.194132,35.15498,26.85947,6.897645,170.2349,17,11/02/2020 20:39:32
7.194132,37.98275,23.20707,6.897645,318.8551,17,11/02/2020 20:39:33
7.194132,41.01337,19.64961,6.897645,251.7055,17,11/02/2020 20:39:34
7.194132,42.8539,13.63506,6.897645,289.6124,17,11/02/2020 20:39:35
7.194132,43.69234,15.08541,6.897645,274.7713,17,11/02/2020 20:39:36
7.194132,43.44672,19.16303,6.897645,339.9603,17,11/02/2020 20:39:37
7.194132,43.37325,21.99027,6.897645,240.2131,17,11/02/2020 20:39:38
7.194132,43.72453,20.24878,6.897645,236.5611,17,11/02/2020 20:39:39
7.194132,45.16054,15.83368,6.897645,214.9084,17,11/02/2020 20:39:40
7.194132,44.10116,15.26543,6.897645,274.9845,17,11/02/2020 20:39:41
7.194132,42.43509,12.56012,6.897645,247.6497,17,11/02/2020 20:39:42
7.194132,43.03432,12.2286,6.897645,325.0631,17,11/02/2020 20:39:43
7.194132,44.06725,16.33755,6.897645,273.5986,17,11/02/2020 20:39:44
0,46.95038,24.31328,6.897645,308.7357,18,11/02/2020 20:39:45
9.865669,40.20504,20.44684,9.182323,206.969,18,11/02/2020 20:39:46
3.563409,37.02018,16.17059,11.60135,313.5513,18,11/02/2020 20:39:47
3.563409,35.19551,20.19133,11.60135,43.86578,18,11/02/2020 20:39:48
3.563409,29.69053,18.4295,11.60135,353.9381,18,11/02/2020 20:39:49
3.563409,30.34277,17.12943,11.60135,332.3271,18,11/02/2020 20:39:50
3.563409,30.7034,11.97327,11.60135,208.0983,18,11/02/2020 20:39:51
3.563409,26.7886,10.36552,11.60135,352.5711,18,11/02/2020 20:39:52
3.563409,22.87384,13.01492,11.60135,260.9117,18,11/02/2020 20:39:53
3.563409,17.34152,6.895843,11.60135,292.6279,18,11/02/2020 20:39:54
3.563409,11.85713,2.020582,11.60135,310.3044,18,11/02/2020 20:39:55
2.929824,9.551323,6.100353,11.60135,222.0614,18,11/02/2020 20:39:56
2.929824,6.979011,4.351965,11.60135,35.33584,18,11/02/2020 20:39:57
2.929824,7.681408,-1.999943,11.60135,47.62391,18,11/02/2020 20:39:58
2.929824,12.27236,1.718718,11.60135,133.102,18,11/02/2020 20:39:59
2.929824,8.01527,-1.715729,11.60135,356.732,18,11/02/2020 20:40:00
2.929824,5.140202,-2.214207,11.60135,362.9106,18,11/02/2020 20:40:01
2.929824,10.05814,-5.729794,11.60135,64.27834,18,11/02/2020 20:40:02
1.173877,16.65368,-4.225834,11.60135,71.05527,19,11/02/2020 20:40:03
0.4265822,16.39737,-4.216436,11.60135,38.3565,19,11/02/2020 20:40:04
0.4265822,11.88924,-4.214344,11.60135,361.5959,19,11/02/2020 20:40:05
0.4265818,10.59225,-5.838539,11.60135,378.6485,19,11/02/2020 20:40:06
0.4265824,9.139323,-5.540842,11.60135,279.5005,20,11/02/2020 20:40:07
0.4265824,2.72225,-6.538239,11.60135,295.6605,20,11/02/2020 20:40:08
0.4265824,-6.634497,-4.896654,11.60135,363.5577,20,11/02/2020 20:40:09
0.4265824,-9.700432,3.481712,11.60135,331.3826,20,11/02/2020 20:40:10
0.6789557,-7.975507,8.365737,11.60135,75.83858,20,11/02/2020 20:40:11
0.6789557,-6.328418,11.6064,11.60135,176.1787,20,11/02/2020 20:40:12
0.6789557,-1.740178,12.84286,11.60135,68.33735,20,11/02/2020 20:40:13
0.6789557,-5.493967,13.44781,11.60135,317.9806,20,11/02/2020 20:40:14
0.928048,-3.997088,6.40581,11.60135,133.5403,20,11/02/2020 20:40:15
0.928048,-0.4125389,6.996874,11.60135,324.0055,20,11/02/2020 20:40:16
0.928048,-0.03209077,0.4830627,11.60135,66.74316,20,11/02/2020 20:40:17
