AgentID,GoodPointAmount,BadPointAmount,Velocity,xAxisPos,zAxisPos,seenByPredator,touchedWall,academyScore,date-time
-1064,5,2,14.43452,0.3711936,-21.94289,0,4,10,11/02/2020 13:22
-1258,9,0,19.36743,0.09227511,-23.70268,0,2,12,11/02/2020 13:22
-1142,2,2,7.482238,-20.56843,35.75707,0,4,12,11/02/2020 13:22
-1116,8,2,20.05984,29.83935,28.34658,0,3,12,11/02/2020 13:22
-1090,4,2,20.30979,-14.94793,27.43209,0,1,12,11/02/2020 13:22
-1064,6,2,1.783376,10.48116,-4.451479,0,5,12,11/02/2020 13:22
-1258,9,0,8.188213,-16.13815,-28.62875,0,3,13,11/02/2020 13:22
-1142,2,2,23.78376,-11.37882,32.011,0,4,13,11/02/2020 13:22
-1116,9,2,30.37593,43.04305,7.14606,0,3,13,11/02/2020 13:22
-1090,4,2,6.868298,-15.74935,34.74136,0,2,13,11/02/2020 13:22
-1064,6,2,29.62701,29.12494,-7.725786,0,5,13,11/02/2020 13:22
-1258,9,1,24.57109,-9.443375,-22.92248,0,3,12,11/02/2020 13:22
-1142,2,2,33.70004,17.60778,24.04272,0,4,12,11/02/2020 13:22
-1116,9,2,8.686333,44.48761,2.000095,0,4,12,11/02/2020 13:22
-1090,4,3,27.97598,-1.008013,28.22828,0,2,12,11/02/2020 13:22
-1064,6,2,2.969619,48.07471,-0.9095617,0,8,12,11/02/2020 13:22
-1258,11,1,30.22451,-2.364567,-1.862843,0,3,12,11/02/2020 13:22
-1142,2,2,31.78973,47.98615,35.64346,0,4,12,11/02/2020 13:22
-1116,10,2,5.637264,39.23617,10.00933,0,4,12,11/02/2020 13:22
-1090,4,4,29.5159,22.3009,25.87408,0,2,12,11/02/2020 13:22
-1064,6,2,17.21412,46.10488,4.977993,0,8,12,11/02/2020 13:22
-1258,12,2,12.58973,-4.12715,21.45896,0,3,12,11/02/2020 13:22
-1142,2,2,4.758984,43.26551,32.48635,0,6,12,11/02/2020 13:22
-1116,10,2,13.90204,43.60131,2.830587,0,4,12,11/02/2020 13:22
-1090,4,4,1.474326,48.02235,32.74809,0,3,12,11/02/2020 13:22
-1064,7,3,3.636846,47.88636,10.01986,0,9,12,11/02/2020 13:22
-1258,12,2,8.921342,-10.47835,35.91558,0,4,12,11/02/2020 13:22
-1142,2,2,29.97274,25.28448,33.59473,0,6,12,11/02/2020 13:22
-1116,10,2,9.893541,45.91494,-3.721988,0,6,12,11/02/2020 13:22
-1090,4,4,12.30915,42.22493,33.1172,0,7,12,11/02/2020 13:22
-1064,7,3,10.07731,39.76528,7.447193,0,9,12,11/02/2020 13:22
-1258,13,2,23.38173,3.907996,31.63312,0,4,13,11/02/2020 13:22
-1142,2,2,34.21345,-4.324851,20.16851,0,6,13,11/02/2020 13:22
-1116,10,2,32.81743,23.15113,-14.05978,0,6,13,11/02/2020 13:22
-1090,5,4,10.03708,33.92162,37.36084,0,7,13,11/02/2020 13:22
-1064,7,3,32.8527,14.72531,6.120772,0,9,13,11/02/2020 13:22
-1258,13,2,33.67871,31.85569,20.91278,0,4,11,11/02/2020 13:22
-1142,2,3,10.75194,-19.32778,1.585294,0,7,11,11/02/2020 13:22
-1116,10,2,17.70721,4.047999,-29.59696,0,7,11,11/02/2020 13:22
-1090,5,5,12.38266,38.00513,27.90068,0,7,11,11/02/2020 13:22
-1064,7,3,1.76456,-9.000858,0.2901379,0,11,11,11/02/2020 13:22
-1258,14,2,13.34694,46.26256,17.16708,0,5,11,11/02/2020 13:22
-1142,3,3,23.89093,-23.7021,11.51276,0,7,11,11/02/2020 13:22
-1116,10,2,27.14341,-8.628358,-23.47146,0,10,11,11/02/2020 13:22
-1090,5,6,28.77594,40.26814,1.605582,0,7,11,11/02/2020 13:22
-1064,7,3,17.2258,-1.218172,-0.5740762,0,11,11,11/02/2020 13:22
-1258,15,2,27.06565,47.41439,-5.942905,0,5,10,11/02/2020 13:22
-1142,3,3,33.55854,-43.95061,35.41448,0,7,10,11/02/2020 13:22
-1116,10,4,4.780807,-22.83668,-12.7126,0,10,10,11/02/2020 13:22
-1090,5,6,7.771082,47.74767,-12.75968,0,9,10,11/02/2020 13:22
-1064,8,3,9.110049,6.50711,-2.042386,0,12,10,11/02/2020 13:22
-1258,15,2,25.46235,46.88442,-24.23696,0,7,8,11/02/2020 13:22
-1142,3,3,17.17286,-40.38179,38.5296,0,8,8,11/02/2020 13:22
-1116,10,4,6.188766,-16.86199,-12.66562,0,10,8,11/02/2020 13:22
-1090,5,7,2.522462,41.10762,-29.89072,0,10,8,11/02/2020 13:22
-1064,8,4,6.640249,-9.974464,5.499501,0,12,8,11/02/2020 13:22
-1258,15,2,13.24129,41.32935,-29.83108,0,10,9,11/02/2020 13:22
-1142,3,3,11.05616,-33.00518,39.11594,0,9,9,11/02/2020 13:22
-1116,11,4,18.68411,-26.82576,-16.05737,0,10,9,11/02/2020 13:22
-1090,5,7,14.25626,27.88197,-29.90898,0,13,9,11/02/2020 13:22
-1064,8,4,31.54196,-11.14958,26.84716,0,12,9,11/02/2020 13:22
-1258,15,3,16.60305,24.85023,-27.29242,0,11,11,11/02/2020 13:22
-1142,5,4,4.567246,-36.99137,40.73864,0,9,11,11/02/2020 13:22
-1116,11,4,7.709285,-39.95929,-28.77609,0,11,11,11/02/2020 13:22
-1090,6,7,8.223312,23.42755,-27.01153,0,13,11,11/02/2020 13:22
-1064,8,4,15.26147,-10.39498,33.76905,0,13,11,11/02/2020 13:22
-1258,15,3,24.70534,17.24543,-22.08871,0,11,14,11/02/2020 13:22
-1142,7,4,3.395335,-32.97869,50.35824,0,9,14,11/02/2020 13:22
-1116,11,4,12.10707,-47.9817,-22.54406,0,12,14,11/02/2020 13:22
-1090,7,7,24.27267,16.58249,-18.10204,0,13,14,11/02/2020 13:22
-1064,8,4,6.619912,9.493143,37.72416,0,14,14,11/02/2020 13:22
-1258,15,3,33.60587,-11.44018,-9.257065,0,11,16,11/02/2020 13:22
-1142,8,4,4.342637,-26.31313,44.04245,0,9,16,11/02/2020 13:22
-1116,11,4,8.752616,-45.98948,-17.41458,0,14,16,11/02/2020 13:22
-1090,8,8,10.57236,6.903807,-3.377074,0,13,16,11/02/2020 13:22
-1064,9,4,1.309065,1.166801,31.6891,0,14,16,11/02/2020 13:22
-1258,16,3,21.86978,-36.44713,-11.86975,0,11,17,11/02/2020 13:22
-1142,8,4,15.093,-28.07217,54.08325,0,9,17,11/02/2020 13:22
-1116,12,4,1.765996,-48.38494,-25.63125,0,15,17,11/02/2020 13:22
-1090,8,8,32.86312,6.75523,22.98288,0,13,17,11/02/2020 13:22
-1064,9,4,29.86985,-17.23122,34.47834,0,14,17,11/02/2020 13:22
-1258,16,3,12.47715,-46.16811,-13.00117,0,12,17,11/02/2020 13:22
-1142,8,4,14.99504,-27.06618,65.65301,0,10,17,11/02/2020 13:22
-1116,12,4,6.592246,-46.99744,-23.21054,0,15,17,11/02/2020 13:22
-1090,8,8,34.27993,-9.835658,51.73954,0,13,17,11/02/2020 13:22
-1064,9,4,0.08525991,-48.39774,28.05572,0,15,17,11/02/2020 13:22
-1258,17,3,15.63755,-39.62454,-11.02807,0,12,19,11/02/2020 13:22
-1142,9,4,22.28757,-14.30576,58.35815,0,10,19,11/02/2020 13:22
-1116,12,4,15.92,-40.62946,-11.82732,0,15,19,11/02/2020 13:22
-1090,10,10,15.17432,-17.4734,58.71817,0,13,19,11/02/2020 13:22
-1064,10,4,7.754591,-41.8711,32.27999,0,15,19,11/02/2020 13:22
-1258,17,3,6.073607,-30.68723,-1.951884,0,13,20,11/02/2020 13:22
-1142,10,4,27.66236,14.50215,62.73269,0,10,20,11/02/2020 13:22
-1116,12,4,32.19701,-32.17572,12.66938,0,15,20,11/02/2020 13:22
-1090,11,11,13.78213,-20.00173,58.32351,0,13,20,11/02/2020 13:22
-1064,10,4,7.478199,-30.47769,37.5122,0,16,20,11/02/2020 13:22
-1258,17,3,30.06632,-18.10148,-15.89237,0,13,20,11/02/2020 13:22
-1142,11,4,11.2576,26.46172,61.01501,0,11,20,11/02/2020 13:22
-1116,12,5,32.38707,-31.14115,40.09218,0,15,20,11/02/2020 13:22
-1090,12,12,18.31355,-19.36053,43.35919,0,13,20,11/02/2020 13:22
-1064,10,4,32.14945,-17.30222,20.02653,0,16,20,11/02/2020 13:22
-1258,17,3,33.75673,14.45502,-17.93774,0,13,22,11/02/2020 13:22
-1142,11,5,28.05057,42.03597,43.19217,0,11,22,11/02/2020 13:22
-1116,12,5,1.764565,-45.68914,66.97182,0,16,22,11/02/2020 13:22
-1090,14,12,15.04914,-20.62398,50.07682,0,13,22,11/02/2020 13:22
-1064,11,4,11.4391,8.067805,1.743739,0,16,22,11/02/2020 13:22
-1258,17,4,10.75211,39.76675,-7.960509,0,13,26,11/02/2020 13:22
-1142,12,5,2.31001,46.71407,33.31338,0,12,26,11/02/2020 13:22
-1116,13,5,4.581626,-44.43018,59.31759,0,16,26,11/02/2020 13:22
-1090,15,13,18.86793,-13.84078,61.82692,0,13,26,11/02/2020 13:22
-1064,13,4,8.473326,6.590467,-3.776752,0,16,26,11/02/2020 13:22
-1258,17,4,9.536001,44.35616,-11.1277,0,14,27,11/02/2020 13:22
-1142,12,5,28.80188,33.44978,38.57014,0,12,27,11/02/2020 13:22
-1116,13,5,9.169087,-46.68786,61.60901,0,17,27,11/02/2020 13:22
-1090,15,13,19.84775,-2.017184,63.01833,0,14,27,11/02/2020 13:22
-1064,14,4,20.02258,1.532176,-0.3751006,0,16,27,11/02/2020 13:22
-1258,18,5,9.075298,34.93541,-17.49988,0,14,27,11/02/2020 13:22
-1142,13,5,6.639021,27.17934,49.61918,0,13,27,11/02/2020 13:22
-1116,13,6,16.52415,-34.82893,59.74778,0,17,27,11/02/2020 13:22
-1090,15,13,32.13826,25.83568,66.15002,0,14,27,11/02/2020 13:22
-1064,14,4,33.29005,-23.93752,8.992496,0,16,27,11/02/2020 13:22
-1258,18,5,32.35101,12.32495,-10.62603,0,14,26,11/02/2020 13:22
-1142,14,5,12.80406,29.07416,43.33744,0,13,26,11/02/2020 13:22
-1116,13,7,20.50918,-12.09756,61.14733,0,17,26,11/02/2020 13:22
-1090,15,14,25.90215,37.28939,61.50918,0,15,26,11/02/2020 13:22
-1064,14,4,11.31106,-47.25686,9.673836,0,17,26,11/02/2020 13:22
-1258,18,6,5.322943,-17.27142,-20.69093,0,14,28,11/02/2020 13:22
-1142,16,5,25.68535,16.54029,45.95277,0,13,28,11/02/2020 13:22
-1116,13,7,14.77827,0.2043963,63.18525,0,18,28,11/02/2020 13:22
-1090,15,14,11.10882,44.57547,57.10165,0,17,28,11/02/2020 13:22
-1064,14,4,29.26064,-37.49144,27.41403,0,17,28,11/02/2020 13:22
-1258,18,7,8.407599,-19.53682,-17.5098,0,14,29,11/02/2020 13:22
-1142,16,5,32.4823,-11.66413,34.07954,0,13,29,11/02/2020 13:22
-1116,14,7,25.45452,6.42813,42.73039,0,18,29,11/02/2020 13:22
-1090,16,15,6.126629,38.98679,55.47445,0,17,29,11/02/2020 13:22
-1064,14,4,33.6963,-44.71585,58.52266,0,17,29,11/02/2020 13:22
-1258,18,7,12.47534,-17.16601,-5.698536,0,15,30,11/02/2020 13:22
-1142,16,5,30.58605,-27.9197,4.481622,0,13,30,11/02/2020 13:22
-1116,15,7,16.74471,3.779253,35.43562,0,19,30,11/02/2020 13:22
-1090,16,15,17.53801,45.60519,53.03787,0,17,30,11/02/2020 13:22
-1064,14,4,4.855845,-41.64308,66.7562,0,19,30,11/02/2020 13:22
-1258,18,8,26.93152,-0.05873734,-3.58077,0,15,31,11/02/2020 13:22
-1142,16,5,24.26247,-38.34134,4.947052,0,14,31,11/02/2020 13:22
-1116,15,7,31.06843,-17.44577,17.87142,0,19,31,11/02/2020 13:22
-1090,16,15,27.41936,41.21771,40.02379,0,18,31,11/02/2020 13:22
-1064,15,4,27.72175,-29.02017,62.33852,0,19,31,11/02/2020 13:22
-1258,19,8,29.2637,20.63522,9.577633,0,15,33,11/02/2020 13:22
-1142,18,5,4.611371,-46.5419,6.750981,0,15,33,11/02/2020 13:22
-1116,15,7,12.30597,-26.63087,2.453027,0,21,33,11/02/2020 13:22
-1090,16,15,33.5922,38.53286,8.564981,0,18,33,11/02/2020 13:22
-1064,15,4,33.36853,3.458302,64.08913,0,19,33,11/02/2020 13:22
-1258,19,8,27.97364,38.91236,36.25154,0,15,33,11/02/2020 13:22
-1142,19,5,6.539541,-46.75373,16.30563,0,17,33,11/02/2020 13:22
-1116,15,7,31.18744,-34.56797,21.00567,0,21,33,11/02/2020 13:22
-1090,16,15,9.480917,46.90625,-14.12932,0,19,33,11/02/2020 13:22
-1064,15,5,4.005697,17.41006,66.33891,0,20,33,11/02/2020 13:22
-1258,19,8,32.1136,42.02327,65.91748,0,15,32,11/02/2020 13:22
-1142,19,5,31.42224,-28.62694,25.97172,0,17,32,11/02/2020 13:22
-1116,15,7,4.566998,-48.54268,36.98866,0,23,32,11/02/2020 13:22
-1090,16,15,26.34245,31.93946,-8.975672,0,19,32,11/02/2020 13:22
-1064,15,6,20.20871,22.48551,49.75076,0,20,32,11/02/2020 13:22
-1258,19,8,21.36277,46.92767,57.37904,0,16,33,11/02/2020 13:22
-1142,19,5,19.09386,-11.89836,34.59803,0,18,33,11/02/2020 13:22
-1116,15,8,11.37729,-38.3706,53.30298,0,24,33,11/02/2020 13:22
-1090,16,15,29.037,5.396732,-22.23179,0,19,33,11/02/2020 13:22
-1064,17,6,1.560398,18.75906,42.68417,0,22,33,11/02/2020 13:22
-1258,19,8,26.60727,45.74443,41.78094,0,17,30,11/02/2020 13:22
-1142,19,6,28.36919,7.349332,30.86722,0,18,30,11/02/2020 13:22
-1116,15,9,8.575596,-33.65032,64.38551,0,24,30,11/02/2020 13:22
-1090,16,15,22.05615,-5.8601,-26.62946,0,20,30,11/02/2020 13:22
-1064,17,7,30.80785,2.874085,52.10592,0,22,30,11/02/2020 13:22
-1258,20,9,7.606274,46.8214,28.99406,0,17,31,11/02/2020 13:22
-1142,19,6,32.31192,38.67059,31.57547,0,18,31,11/02/2020 13:22
-1116,15,9,4.600041,-12.95398,66.64159,0,25,31,11/02/2020 13:22
-1090,17,15,17.19901,-29.38139,-27.12104,0,20,31,11/02/2020 13:22
-1064,17,7,33.91059,-30.24617,57.09349,0,22,31,11/02/2020 13:22
-1258,20,9,23.86435,37.43264,34.00315,0,17,31,11/02/2020 13:22
-1142,20,6,12.33029,45.81694,31.69924,0,19,31,11/02/2020 13:22
-1116,15,10,8.461442,-14.69383,65.38448,0,25,31,11/02/2020 13:22
-1090,17,15,1.966026,-48.4073,-23.40777,0,22,31,11/02/2020 13:22
-1064,17,7,6.846098,-48.40253,51.69323,0,24,31,11/02/2020 13:22
-1258,20,9,32.43216,10.47987,26.60662,0,17,32,11/02/2020 13:22
-1142,20,6,23.5758,35.5136,35.59645,0,19,32,11/02/2020 13:22
-1116,15,10,14.26826,-14.43029,66.94607,0,29,32,11/02/2020 13:22
-1090,18,15,17.82921,-43.82345,-12.03847,0,22,32,11/02/2020 13:22
-1064,17,7,1.14E-12,-46.06014,67.08263,0,25,32,11/02/2020 13:22
-1258,20,9,29.55275,-7.067324,0.06627154,0,17,31,11/02/2020 13:22
-1142,21,6,17.81706,36.27008,38.10781,0,20,31,11/02/2020 13:22
-1116,15,11,14.49716,-4.723023,62.38326,0,29,31,11/02/2020 13:22
-1090,18,16,10.12909,-48.30253,12.92307,0,22,31,11/02/2020 13:22
-1064,17,7,9.901746,-35.1619,66.66723,0,26,31,11/02/2020 13:22
-1258,21,9,8.416564,-8.515264,-15.02473,0,17,31,11/02/2020 13:22
-1142,21,6,17.37757,41.90015,30.44114,0,20,31,11/02/2020 13:22
-1116,15,11,32.73841,15.66544,45.24672,0,29,31,11/02/2020 13:22
-1090,18,16,9.121424,-48.03251,10.78828,0,27,31,11/02/2020 13:22
-1064,17,7,31.39989,-10.11007,64.99998,0,26,31,11/02/2020 13:22
-1258,21,9,9.129197,-19.35963,-28.96654,0,18,30,11/02/2020 13:22
-1142,22,7,23.43622,46.33825,14.10698,0,20,30,11/02/2020 13:22
-1116,15,12,19.99233,37.28508,38.39677,0,29,30,11/02/2020 13:22
-1090,18,16,13.78251,-48.28622,14.63218,0,29,30,11/02/2020 13:22
-1064,17,7,25.3475,10.00494,64.2901,0,27,30,11/02/2020 13:22
-1258,22,9,27.22301,-31.49772,-17.34575,0,18,30,11/02/2020 13:22
-1142,23,8,16.25838,42.00064,4.797084,0,21,30,11/02/2020 13:22
-1116,15,12,8.795146,45.58304,31.86321,0,31,30,11/02/2020 13:22
-1090,19,16,22.1921,-43.52868,21.75599,0,32,30,11/02/2020 13:22
-1064,17,8,7.442197,33.17018,66.45816,0,28,30,11/02/2020 13:22
-1258,22,10,2.524678,-47.33511,-14.38449,0,20,31,11/02/2020 13:22
-1142,24,8,6.604035,25.65731,0.9021869,0,22,31,11/02/2020 13:22
-1116,15,12,30.43474,32.48632,20.1625,0,31,31,11/02/2020 13:22
-1090,19,16,7.572736,-30.23161,35.89964,0,33,31,11/02/2020 13:22
-1064,18,9,21.18986,32.49809,57.67749,0,28,31,11/02/2020 13:22
-1258,23,10,9.684827,-46.71582,-7.525746,0,23,33,11/02/2020 13:22
-1142,25,8,7.15998,21.43933,2.872325,0,24,33,11/02/2020 13:22
-1116,15,12,5.780331,21.9931,1.698175,0,32,33,11/02/2020 13:22
-1090,20,16,29.44308,-21.12028,21.47754,0,33,33,11/02/2020 13:22
-1064,18,9,33.95071,38.89003,28.25035,0,28,33,11/02/2020 13:22
-1258,23,10,5.76304,-30.25252,-1.637841,0,24,32,11/02/2020 13:22
-1142,26,8,20.47793,17.81702,21.71705,0,24,32,11/02/2020 13:22
-1116,15,12,23.04466,13.31719,3.156349,0,33,32,11/02/2020 13:22
-1090,20,16,33.83588,4.702052,2.897724,0,33,32,11/02/2020 13:22
-1064,18,11,29.76091,48.22687,10.04512,0,28,32,11/02/2020 13:22
-1258,23,10,28.55442,-32.15886,-15.45849,0,25,33,11/02/2020 13:23
-1142,26,8,9.724857,14.79636,35.28271,0,26,33,11/02/2020 13:23
-1116,15,13,18.13472,-11.96795,3.141242,0,33,33,11/02/2020 13:23
-1090,22,16,13.62673,19.65605,0.8581045,0,35,33,11/02/2020 13:23
-1064,18,11,29.46263,43.09275,-4.847445,0,29,33,11/02/2020 13:23
-1258,23,10,9.604977,-32.97031,-26.35637,0,26,33,11/02/2020 13:23
-1142,28,8,27.03423,28.46448,32.84171,0,26,33,11/02/2020 13:23
-1116,16,15,2.114623,-24.55902,5.761693,0,33,33,11/02/2020 13:23
-1090,22,16,16.76144,17.11481,5.711254,0,37,33,11/02/2020 13:23
-1064,18,12,6.069997,47.34676,-29.89254,0,29,33,11/02/2020 13:23
-1258,24,10,11.60776,-24.19837,-22.87406,0,26,32,11/02/2020 13:23
-1142,28,8,13.56939,46.48882,28.57328,0,28,32,11/02/2020 13:23
-1116,16,15,31.28158,-31.02563,24.43309,0,33,32,11/02/2020 13:23
-1090,22,17,24.72618,-0.6578626,10.48572,0,37,32,11/02/2020 13:23
-1064,18,12,26.26067,34.35745,-28.33049,0,30,32,11/02/2020 13:23
-1258,24,10,32.32961,-5.718639,-7.050148,0,26,30,11/02/2020 13:23
-1142,28,8,30.15273,41.85961,6.733849,0,28,30,11/02/2020 13:23
-1116,16,15,6.498471,-47.95274,39.38371,0,34,30,11/02/2020 13:23
-1090,22,18,27.08999,-20.02838,14.5239,0,37,30,11/02/2020 13:23
-1064,18,13,22.76567,19.83927,-28.50735,0,32,30,11/02/2020 13:23
-1258,24,10,34.08455,-1.022394,25.31709,0,26,30,11/02/2020 13:23
-1142,29,8,3.496234,47.01915,-10.46198,0,29,30,11/02/2020 13:23
-1116,16,15,23.09189,-36.69037,35.62683,0,34,30,11/02/2020 13:23
-1090,22,19,1.758656,-48.41753,14.94108,0,38,30,11/02/2020 13:23
-1064,18,13,22.21609,2.940248,-27.9876,0,33,30,11/02/2020 13:23
-1258,25,10,32.98424,-16.48593,55.37251,0,26,31,11/02/2020 13:23
-1142,29,8,29.03066,29.19272,-12.95048,0,29,31,11/02/2020 13:23
-1116,17,15,31.45606,-16.81591,31.54511,0,34,31,11/02/2020 13:23
-1090,22,19,24.09425,-41.35892,25.93652,0,38,31,11/02/2020 13:23
-1064,19,14,29.61609,-13.96721,-24.15509,0,33,31,11/02/2020 13:23
-1258,25,11,0,-32.49665,67.00365,0,27,30,11/02/2020 13:23
-1142,29,8,1.76456,4.034917,-29.76912,0,30,30,11/02/2020 13:23
-1116,18,16,10.52581,2.934968,29.46628,0,34,30,11/02/2020 13:23
-1090,22,19,34.07158,-46.99631,56.65928,0,38,30,11/02/2020 13:23
-1064,19,15,15.64795,-41.32042,-27.5749,0,33,30,11/02/2020 13:23
-1258,26,11,3.875204,-25.74524,67.17571,0,29,34,11/02/2020 13:23
-1142,29,8,7.836314,11.23344,-26.52506,0,30,34,11/02/2020 13:23
-1116,20,16,13.65098,-1.126522,24.4898,0,34,34,11/02/2020 13:23
-1090,22,20,3.526837,-36.50958,66.93069,0,39,34,11/02/2020 13:23
-1064,22,15,3.540751,-47.49642,-27.79191,0,34,34,11/02/2020 13:23
-1258,27,11,30.59958,-8.078937,58.67493,0,29,32,11/02/2020 13:23
-1142,29,8,10.85153,5.675135,-28.42909,0,31,32,11/02/2020 13:23
-1116,20,17,15.38378,-26.52118,14.56635,0,34,32,11/02/2020 13:23
-1090,22,20,28.75053,-16.7739,61.189,0,39,32,11/02/2020 13:23
-1064,22,16,24.82444,-38.52257,-23.34005,0,34,32,11/02/2020 13:23
-1258,29,12,20.1738,15.10107,60.66568,0,29,31,11/02/2020 13:23
-1142,29,9,15.92361,8.209633,-21.37086,0,31,31,11/02/2020 13:23
-1116,20,17,31.71552,-42.88499,-3.402589,0,34,31,11/02/2020 13:23
-1090,22,20,0.07729144,12.91912,67.01366,0,40,31,11/02/2020 13:23
-1064,22,16,3.814704,-21.84345,-4.39013,0,35,31,11/02/2020 13:23
-1258,30,12,21.12232,34.39028,62.50243,0,29,29,11/02/2020 13:23
-1142,29,10,6.079782,-0.307279,2.889082,0,31,29,11/02/2020 13:23
-1116,20,18,6.064142,-46.88602,-29.48235,0,35,29,11/02/2020 13:23
-1090,22,20,26.62151,27.84317,66.09373,0,43,29,11/02/2020 13:23
-1064,22,16,30.21678,-5.512561,-11.56648,0,35,29,11/02/2020 13:23
-1258,32,12,5.666326,48.16326,59.38919,0,32,30,11/02/2020 13:23
-1142,29,11,25.61041,-11.26549,14.40501,0,31,30,11/02/2020 13:23
-1116,21,18,18.07954,-45.57141,-18.4207,0,35,30,11/02/2020 13:23
-1090,22,21,5.757548,46.41299,66.55167,0,43,30,11/02/2020 13:23
-1064,24,16,8.926735,24.43106,-10.3056,0,35,30,11/02/2020 13:23
-1258,32,12,26.91809,40.04338,51.11206,0,33,35,11/02/2020 13:23
-1142,30,11,13.09748,-26.39116,24.26495,0,31,35,11/02/2020 13:23
-1116,22,18,17.1689,-48.28049,-2.679374,0,38,35,11/02/2020 13:23
-1090,23,21,4.513854,48.09477,53.51352,0,45,35,11/02/2020 13:23
-1064,26,16,9.185516,42.81982,-5.460104,0,35,35,11/02/2020 13:23
-1258,32,12,10.44325,30.92283,44.56719,0,34,36,11/02/2020 13:23
-1142,30,11,7.857313,-28.27866,35.07863,0,32,36,11/02/2020 13:23
-1116,22,18,33.30037,-47.42929,26.13734,0,38,36,11/02/2020 13:23
-1090,24,21,29.64123,39.76256,38.56364,0,46,36,11/02/2020 13:23
-1064,26,16,11.48105,45.08426,-6.825356,0,37,36,11/02/2020 13:23
-1258,32,12,33.03914,14.61394,64.81962,0,34,39,11/02/2020 13:23
-1142,32,11,23.61961,-22.07771,22.38817,0,32,39,11/02/2020 13:23
-1116,22,18,27.74394,-42.78544,42.58675,0,40,39,11/02/2020 13:23
-1090,24,21,33.74448,30.095,7.382183,0,46,39,11/02/2020 13:23
-1064,27,16,1.874503,42.55427,-1.124516,0,37,39,11/02/2020 13:23
-1258,32,12,21.42915,20.18038,63.37385,0,35,40,11/02/2020 13:23
-1142,32,11,33.08371,-2.981052,2.123765,0,32,40,11/02/2020 13:23
-1116,22,18,2.431707,-36.344,66.95058,0,41,40,11/02/2020 13:23
-1090,25,21,13.70476,32.58162,4.911108,0,47,40,11/02/2020 13:23
-1064,27,16,15.59943,36.09309,-6.531432,0,37,40,11/02/2020 13:23
-1258,32,12,3.76169,47.92266,65.22404,0,36,41,11/02/2020 13:23
-1142,32,11,32.35789,28.86633,-8.111355,0,32,41,11/02/2020 13:23
-1116,22,18,30.69931,-18.28234,60.36092,0,41,41,11/02/2020 13:23
-1090,25,21,26.66555,42.33678,21.98912,0,47,41,11/02/2020 13:23
