snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time
0,-16.95759,26.61132,11.43155,239.8336,6,12/02/2020 11:05:08
0,-9.665985,28.02796,11.43155,138.924,6,12/02/2020 11:05:09
13.77807,-6.280684,17.28697,7.89164,138.4781,6,12/02/2020 11:05:10
4.522792,5.492554,7.850698,5.029285,203.6463,6,12/02/2020 11:05:11
4.522792,16.11924,2.460755,5.029285,89.53647,6,12/02/2020 11:05:12
3.371748E-07,16.52319,0.6765366,5.029285,279.5536,7,12/02/2020 11:05:13
1.430512E-07,14.41201,0.7238903,17.25361,314.9421,7,12/02/2020 11:05:14
1.430512E-07,13.37891,7.369946,17.25361,281.8422,7,12/02/2020 11:05:15
0.5531948,9.820704,-0.6338234,17.25361,213.6329,7,12/02/2020 11:05:16
0.1261205,3.86466,4.727197,17.25361,375.7943,8,12/02/2020 11:05:17
0.1261205,1.243238,8.730984,17.25361,326.868,8,12/02/2020 11:05:18
0.1261205,7.048144,10.08146,17.25361,108.4309,8,12/02/2020 11:05:19
0.1261205,14.0006,8.131289,17.25361,220.0318,8,12/02/2020 11:05:20
0.5073485,10.03973,8.895468,17.25361,310.4398,8,12/02/2020 11:05:21
0.5073485,12.41656,10.10787,17.25361,182.1776,8,12/02/2020 11:05:22
10.10924,8.900624,15.76683,13.57543,239.8442,8,12/02/2020 11:05:23
10.10924,8.258951,19.27791,13.57543,341.041,8,12/02/2020 11:05:24
16.37227,5.089076,24.38232,7.098285,240.39,8,12/02/2020 11:05:25
15.57088,-9.395885,29.7971,7.098285,79.87836,8,12/02/2020 11:05:26
9.392051,-14.69512,30.8831,17.16099,407.8578,8,12/02/2020 11:05:27
9.392051,-1.079394,32.01424,17.16099,186.922,8,12/02/2020 11:05:28
11.80353,7.133502,17.58211,7.838124,367.779,8,12/02/2020 11:05:29
4.085248,6.444493,11.31668,17.4732,423.6245,8,12/02/2020 11:05:30
3.467299,3.312404,11.07221,17.4732,108.4998,8,12/02/2020 11:05:31
3.4673,-4.113331,11.9219,17.4732,369.4467,8,12/02/2020 11:05:32
12.89592,-6.605544,11.62496,17.27875,183.7659,8,12/02/2020 11:05:33
15.7127,7.743755,-10.41113,10.43369,87.05784,8,12/02/2020 11:05:34
7.522692,11.46262,-9.630465,14.18479,113.1649,8,12/02/2020 11:05:35
17.352,23.95662,-4.90377,14.56713,336.0782,8,12/02/2020 11:05:36
26.61842,38.75058,-7.221788,12.60223,242.6786,9,12/02/2020 11:05:37
8.9479,42.48529,-2.422604,3.952391,390.0301,10,12/02/2020 11:05:38
11.39834,42.39755,10.72604,9.582989,427.7345,10,12/02/2020 11:05:39
17.24389,40.22552,28.70675,11.51175,363.5598,10,12/02/2020 11:05:40
33.26932,11.53914,28.63064,14.14628,271.7918,11,12/02/2020 11:05:41
62.6622,-39.49774,6.362516,11.30554,115.2077,11,12/02/2020 11:05:42
0,-43.65579,8.787019,11.30554,102.4832,12,12/02/2020 11:05:43
0,-34.53704,9.243136,11.30554,125.6226,12,12/02/2020 11:05:44
8.96429,-26.52455,10.09951,3.384572,108.3342,12,12/02/2020 11:05:45
8.96429,-21.01904,7.573557,3.384572,325.7924,12,12/02/2020 11:05:46
8.96429,-17.66813,4.191239,3.384572,323.4413,12,12/02/2020 11:05:47
0,-21.03835,1.895279,10.85171,135.2502,13,12/02/2020 11:05:48
0,-17.5376,5.329149,9.772271,391.5123,14,12/02/2020 11:05:49
0.1631115,-15.03793,11.90949,9.772271,87.51677,14,12/02/2020 11:05:50
0.7131243,-7.937627,9.525183,15.27356,171.8596,14,12/02/2020 11:05:51
0.7131243,-9.751166,12.51933,15.27356,429.5702,14,12/02/2020 11:05:52
0.322733,-14.46741,13.50705,15.27356,267.48,14,12/02/2020 11:05:53
0.8931015,-13.58289,15.1841,16.70015,149.414,14,12/02/2020 11:05:54
0.8931015,-12.8113,20.0677,16.70015,159.5808,14,12/02/2020 11:05:55
20.18043,-10.66351,15.09133,12.69573,199.5302,14,12/02/2020 11:05:56
29.91506,-2.933484,-17.29541,7.60372,83.31014,14,12/02/2020 11:05:57
0,-0.309843,-26.41895,7.60372,412.2434,15,12/02/2020 11:05:58
0,-2.896381,-18.89966,7.60372,409.6819,15,12/02/2020 11:05:59
0,-5.632241,-12.79849,7.60372,349.5934,15,12/02/2020 11:06:00
0,-5.665999,-6.017721,7.60372,164.8463,15,12/02/2020 11:06:01
0.2509716,0.3293545,0.4109859,7.60372,189.891,15,12/02/2020 11:06:02
0.2509716,3.018919,0.1072273,7.60372,202.1609,15,12/02/2020 11:06:03
0.5017285,8.851871,-0.07672691,7.60372,171.4288,15,12/02/2020 11:06:04
0.8313692,9.744377,2.73575,7.60372,138.5074,16,12/02/2020 11:06:05
0.8313692,3.383531,6.80162,7.60372,311.226,16,12/02/2020 11:06:06
0.8313692,-6.646707,3.91279,7.60372,325.9259,16,12/02/2020 11:06:07
0.8313692,-7.431433,1.845074,7.60372,280.0648,16,12/02/2020 11:06:09
0.3487616,-8.176211,-4.393793,7.60372,229.9879,17,12/02/2020 11:06:10
0.4611817,-3.316415,-2.983742,7.60372,307.0974,17,12/02/2020 11:06:11
2.165401E-05,-9.137934,-0.1916599,7.60372,412.9171,18,12/02/2020 11:06:12
10.15313,-7.003489,-3.366602,13.95294,315.2781,18,12/02/2020 11:06:13
19.95258,-17.97516,-11.53597,12.49491,131.5855,18,12/02/2020 11:06:14
16.66141,-32.49823,-3.699575,2.039845,82.0817,18,12/02/2020 11:06:15
16.66141,-41.59568,9.380348,2.039845,110.8388,18,12/02/2020 11:06:16
0,-48.06322,17.03458,2.039845,222.1057,19,12/02/2020 11:06:17
0,-43.4172,18.52191,2.039845,426.2692,19,12/02/2020 11:06:18
0,-35.59448,22.52332,2.039845,162.2075,19,12/02/2020 11:06:19
9.809375,-26.07777,18.98232,11.95331,142.4252,19,12/02/2020 11:06:20
14.88718,-15.69212,19.28677,12.7697,371.3459,19,12/02/2020 11:06:21
27.16967,-33.70307,10.19229,4.594349,212.8018,19,12/02/2020 11:06:22
9.561824,-37.15068,2.887563,12.51123,181.5109,19,12/02/2020 11:06:23
9.561824,-31.2474,-6.186527,12.51123,128.0776,19,12/02/2020 11:06:24
9.561824,-20.99765,-14.26751,12.51123,206.2473,19,12/02/2020 11:06:25
9.561824,-13.4303,-16.74231,12.51123,87.46799,19,12/02/2020 11:06:26
9.561824,-7.080607,-20.41287,12.51123,178.4774,19,12/02/2020 11:06:27
9.561824,-7.441631,-22.44091,12.51123,98.38527,19,12/02/2020 11:06:28
9.561824,-3.732662,-24.81218,12.51123,382.252,19,12/02/2020 11:06:29
9.561824,-3.880075,-24.84134,12.51123,91.01365,19,12/02/2020 11:06:30
9.561824,-1.751738,-24.62873,12.51123,412.3783,19,12/02/2020 11:06:31
9.561824,-0.2655832,-25.2817,12.51123,407.5822,19,12/02/2020 11:06:32
9.561824,-3.61415,-26.26239,12.51123,400.9954,19,12/02/2020 11:06:33
9.561824,-4.551977,-26.12928,12.51123,76.64334,19,12/02/2020 11:06:34
9.561824,-4.506203,-26.7423,12.51123,422.7706,19,12/02/2020 11:06:35
30.17087,-25.53896,-20.14042,4.120916,92.57567,19,12/02/2020 11:06:36
0,-48.6514,-12.03421,4.120916,117.8594,20,12/02/2020 11:06:37
1.743564,-42.39984,-7.838608,4.120916,177.9152,20,12/02/2020 11:06:38
1.743564,-36.04548,-4.09498,4.120916,428.7509,20,12/02/2020 11:06:39
1.743564,-30.82684,-3.871418,4.120916,169.6495,20,12/02/2020 11:06:40
1.743564,-28.88098,-4.240089,4.120916,365.3185,21,12/02/2020 11:06:41
1.743564,-32.9077,-2.316679,4.120916,373.9063,22,12/02/2020 11:06:42
8.666142,-30.10264,-2.420559,6.777591,104.1978,23,12/02/2020 11:06:43
8.666142,-27.43175,10.05833,12.03771,185.5073,23,12/02/2020 11:06:44
8.666142,-21.58755,20.76614,12.03771,207.6416,23,12/02/2020 11:06:45
8.666142,-21.01298,29.59972,12.03771,374.6053,23,12/02/2020 11:06:46
8.666142,-22.98359,36.36408,12.03771,269.5894,23,12/02/2020 11:06:47
0,-22.32961,36.55524,12.03771,143.8778,24,12/02/2020 11:06:48
0.9416561,-20.12398,29.79181,12.03771,218.4278,24,12/02/2020 11:06:49
0.9416561,-13.42794,34.55585,12.03771,117.3038,24,12/02/2020 11:06:50
0.9416561,-4.228273,34.15053,12.03771,224.0925,24,12/02/2020 11:06:51
27.33425,17.14815,24.02259,16.61248,188.7752,24,12/02/2020 11:06:52
27.33425,46.15282,24.11634,16.61248,77.44556,24,12/02/2020 11:06:53
10.27142,48.20615,18.01026,16.61248,351.8107,24,12/02/2020 11:06:54
0,45.26043,17.00669,16.61248,317.2479,25,12/02/2020 11:06:55
0,35.89074,14.56327,16.61248,378.8787,25,12/02/2020 11:06:56
0,26.99979,18.89484,16.61248,376.2096,25,12/02/2020 11:06:57
0,25.99739,18.20665,16.61248,79.21471,25,12/02/2020 11:06:58
0,23.97141,15.07498,16.61248,299.7051,25,12/02/2020 11:06:59
1.389791,15.28717,14.66851,16.61248,368.8556,25,12/02/2020 11:07:00
1.389791,8.77195,21.15341,16.61248,418.7664,25,12/02/2020 11:07:01
11.33726,12.44862,22.94852,15.26322,296.0046,25,12/02/2020 11:07:02
9.000998,11.07547,33.4483,15.26322,323.6523,25,12/02/2020 11:07:03
9.61096E-07,9.141269,35.50311,15.26322,306.2013,26,12/02/2020 11:07:04
9.941641,4.217723,25.43261,13.90443,175.4523,26,12/02/2020 11:07:05
9.941641,0.3292046,14.7359,13.90443,276.3772,26,12/02/2020 11:07:06
19.81703,-9.55012,5.173259,17.36954,122.876,26,12/02/2020 11:07:07
12.3491,-13.57105,12.96442,7.387759,221.7804,26,12/02/2020 11:07:08
12.3491,-7.130578,22.75767,7.387759,331.2791,26,12/02/2020 11:07:09
22.59168,-24.09389,36.14245,3.256704,268.9842,26,12/02/2020 11:07:10
2.67735,-28.08864,30.61555,3.256704,174.571,27,12/02/2020 11:07:11
2.67735,-27.76094,28.75932,3.256704,105.3119,27,12/02/2020 11:07:12
19.33825,-24.84342,14.43546,2.831136,207.7007,27,12/02/2020 11:07:13
1.587072,-21.27448,1.912621,2.831136,160.2001,27,12/02/2020 11:07:14
1.587072,-20.75351,3.040133,2.831136,229.8112,27,12/02/2020 11:07:15
1.587072,-14.2519,3.07215,2.831136,147.2413,28,12/02/2020 11:07:16
10.67302,-3.134339,7.743093,10.99648,417.6864,28,12/02/2020 11:07:17
5.444024,1.327741,15.35724,10.99648,111.1028,28,12/02/2020 11:07:18
5.444024,-0.6460441,19.95418,10.99648,414.1583,28,12/02/2020 11:07:19
5.444024,-2.016477,26.09525,10.99648,388.604,28,12/02/2020 11:07:20
9.24653,-0.2296906,14.61672,14.16671,363.1726,28,12/02/2020 11:07:21
16.1211,17.50833,19.41494,2.801609,140.8419,28,12/02/2020 11:07:22
8.920154,18.7592,26.3073,2.801609,323.9943,28,12/02/2020 11:07:23
8.920154,17.95898,27.05925,2.801609,363.6685,28,12/02/2020 11:07:24
7.949796,16.47283,32.17921,2.801609,320.6214,28,12/02/2020 11:07:25
7.751238,14.36682,36.1409,2.801609,276.5232,28,12/02/2020 11:07:26
7.751238,14.27673,33.71679,2.801609,344.3651,28,12/02/2020 11:07:27
7.751238,20.06539,32.76002,2.801609,228.9791,28,12/02/2020 11:07:28
7.751238,26.84036,31.36061,2.801609,420.2669,28,12/02/2020 11:07:29
2.465215,14.01531,35.6032,2.240588,269.4981,29,12/02/2020 11:07:31
7.621486,10.84453,34.53144,9.997764,130.2868,29,12/02/2020 11:07:32
7.022484,19.13749,36.21986,3.001441,156.6675,30,12/02/2020 11:07:33
3.569796,18.8096,26.38731,3.001441,234.6335,30,12/02/2020 11:07:34
3.569796,8.855896,21.96615,3.001441,257.6987,30,12/02/2020 11:07:35
3.569796,3.296872,23.76435,3.001441,393.0534,30,12/02/2020 11:07:36
3.569796,1.911601,13.95422,3.001441,187.9922,30,12/02/2020 11:07:37
3.569796,0.8103847,13.04767,3.001441,346.9244,30,12/02/2020 11:07:38
3.569796,-6.005973,10.61765,3.001441,230.4368,30,12/02/2020 11:07:39
3.569795,-5.915304,10.71608,3.001441,401.1017,30,12/02/2020 11:07:40
13.14695,-16.94327,11.09303,10.92163,259.6833,30,12/02/2020 11:07:41
39.79005,-34.66992,-4.497057,8.842195,130.5262,30,12/02/2020 11:07:42
0.133202,-48.14825,-27.69252,3.929428,109.4845,31,12/02/2020 11:07:43
27.83379,-38.56423,0.3564129,7.347291,109.025,31,12/02/2020 11:07:44
20.55055,-26.66578,23.98751,7.347291,140.5149,31,12/02/2020 11:07:45
0,-26.44506,35.89431,7.347291,285.5452,32,12/02/2020 11:07:46
0,-25.48305,36.57741,7.347291,408.1424,33,12/02/2020 11:07:47
0,-16.91658,35.5861,7.347291,179.7869,33,12/02/2020 11:07:48
0,-10.08841,33.67787,7.347291,228.985,34,12/02/2020 11:07:49
0.4188219,-2.621184,35.3696,7.347291,173.8696,34,12/02/2020 11:07:50
0.4188219,0.4957473,37.81318,7.347291,370.7093,34,12/02/2020 11:07:51
0.7115661,-0.5159838,32.82877,7.347291,226.4452,34,12/02/2020 11:07:52
0.7115661,-6.028543,28.14928,7.347291,332.2924,34,12/02/2020 11:07:53
0.7115661,-10.82302,26.78303,7.347291,302.4978,34,12/02/2020 11:07:54
0.7115661,-5.703415,21.6043,7.347291,203.1267,34,12/02/2020 11:07:55
0.7115661,-11.33324,21.77626,7.347291,255.8414,34,12/02/2020 11:07:56
1.039624,-4.768781,17.01132,7.347291,332.3648,34,12/02/2020 11:07:57
1.039624,-10.51615,17.32214,7.347291,218.6255,34,12/02/2020 11:07:58
1.039624,-10.76929,16.17438,7.347291,147.4629,34,12/02/2020 11:07:59
1.039624,-8.562084,18.66595,7.347291,144.0137,34,12/02/2020 11:08:00
13.74695,-11.67053,9.211836,9.37022,114.5491,34,12/02/2020 11:08:01
13.74695,-12.47594,4.521923,9.37022,134.462,34,12/02/2020 11:08:02
19.36295,-18.5948,1.315462,6.162537,304.8216,35,12/02/2020 11:08:03
7.290726,-18.38417,6.900411,7.361597,117.2271,35,12/02/2020 11:08:04
17.68475,-14.68947,2.844736,8.6908,104.384,35,12/02/2020 11:08:05
9.610652,-18.4439,5.640707,5.428459,132.4775,36,12/02/2020 11:08:06
9.610652,-19.87578,10.80819,5.428459,108.908,36,12/02/2020 11:08:07
9.610652,-28.54048,19.65296,5.428459,419.7503,36,12/02/2020 11:08:08
9.610652,-28.87219,19.11824,5.428459,160.4436,36,12/02/2020 11:08:09
21.46351,-32.69382,32.84394,15.17747,168.3318,36,12/02/2020 11:08:10
17.29852,-38.45587,51.71032,10.19855,183.6908,36,12/02/2020 11:08:11
21.42304,-27.82896,65.04385,9.172359,248.1745,36,12/02/2020 11:08:12
5.407717,-23.4433,64.5324,2.591286,188.4211,36,12/02/2020 11:08:13
5.407717,-22.2336,63.25714,2.591286,295.7893,36,12/02/2020 11:08:14
10.24657,-29.44416,61.41888,7.055703,205.8902,36,12/02/2020 11:08:15
14.27175,-31.41929,65.5544,15.94851,253.8606,36,12/02/2020 11:08:16
35.73632,-3.229372,55.78187,3.650506,218.0272,36,12/02/2020 11:08:17
35.73632,35.38006,42.22665,3.650506,248.9757,36,12/02/2020 11:08:18
0.3903767,43.14611,33.60655,3.650506,328.4725,37,12/02/2020 11:08:19
0.3903767,37.04906,26.35785,3.650506,315.9017,37,12/02/2020 11:08:20
9.353251E-08,29.07198,36.5576,10.90251,358.7352,38,12/02/2020 11:08:21
0.2887073,27.55468,29.61174,10.90251,386.3061,38,12/02/2020 11:08:22
0.2887073,19.48736,28.1163,10.90251,323.8882,38,12/02/2020 11:08:23
0.2887073,10.75595,24.36274,10.90251,286.3817,38,12/02/2020 11:08:24
0.2887073,2.667386,22.45834,10.90251,367.3033,38,12/02/2020 11:08:25
1.014924,-0.2008825,24.87808,10.90251,293.5781,38,12/02/2020 11:08:26
1.014924,0.01838342,21.8255,10.90251,112.8524,38,12/02/2020 11:08:27
1.014924,2.242169,20.69627,10.90251,215.5134,38,12/02/2020 11:08:28
1.014924,7.232764,10.92033,10.90251,207.5381,38,12/02/2020 11:08:29
0.7322097,10.51595,11.83081,10.90251,349.7613,38,12/02/2020 11:08:30
0.3070832,7.041049,8.319356,10.90251,334.9084,38,12/02/2020 11:08:31
0.3070832,1.531874,12.21085,10.90251,109.7687,38,12/02/2020 11:08:32
0.3070832,0.8509418,8.031066,10.90251,89.6152,38,12/02/2020 11:08:33
10.01524,-6.122844,13.59668,17.01304,403.6887,38,12/02/2020 11:08:34
10.01524,-10.13467,14.94977,17.01304,123.6598,38,12/02/2020 11:08:35
22.87932,-17.7222,12.04187,6.219213,394.8529,38,12/02/2020 11:08:36
22.87932,-37.84702,24.0328,6.219213,80.26669,38,12/02/2020 11:08:37
1.907349E-06,-45.19482,36.39703,6.219213,147.1679,39,12/02/2020 11:08:38
19.87634,-29.40355,34.86246,4.167786,154.9986,39,12/02/2020 11:08:39
11.97376,-7.525725,36.82543,4.167786,422.3069,39,12/02/2020 11:08:40
8.641484,2.936202,42.22086,4.167786,78.82658,39,12/02/2020 11:08:41
18.02455,14.79042,41.9963,16.82403,202.7821,39,12/02/2020 11:08:42
18.02455,21.97527,41.38523,16.82403,292.353,40,12/02/2020 11:08:43
13.68083,28.3085,41.5124,16.82403,301.925,40,12/02/2020 11:08:44
5.45502,26.02729,42.19328,1.852004,338.5899,40,12/02/2020 11:08:45
5.45502,22.79403,41.46918,1.852004,243.039,41,12/02/2020 11:08:46
5.45502,20.15562,41.53281,1.852004,318.2008,41,12/02/2020 11:08:47
1.932923,14.14901,41.3892,15.1927,293.844,41,12/02/2020 11:08:48
0.5945988,14.48969,43.25648,9.224765,119.0612,41,12/02/2020 11:08:49
0.5945988,11.08926,41.50166,9.224765,242.7278,42,12/02/2020 11:08:50
0.5945987,9.123108,40.19153,9.224765,285.9079,42,12/02/2020 11:08:51
0.5945987,8.881104,38.829,9.224765,354.3421,43,12/02/2020 11:08:53
7.390704,-2.629292,38.94468,15.16375,272.4883,43,12/02/2020 11:08:54
7.390704,-7.552921,35.01891,15.16375,210.868,43,12/02/2020 11:08:55
4.768372E-07,-11.11481,36.57829,10.15298,107.6103,44,12/02/2020 11:08:56
4.768372E-07,-5.685365,29.3103,10.15298,248.4624,44,12/02/2020 11:08:57
4.768372E-07,-2.337614,27.37815,10.15298,81.57129,44,12/02/2020 11:08:58
4.768372E-07,-4.923716,32.51451,10.15298,365.0606,44,12/02/2020 11:08:59
4.768372E-07,-5.257828,25.89133,10.15298,243.2935,44,12/02/2020 11:09:00
4.768372E-07,-2.955982,23.58602,10.15298,264.235,44,12/02/2020 11:09:01
4.768372E-07,-2.183047,16.92214,10.15298,288.6339,44,12/02/2020 11:09:02
4.768372E-07,-7.624057,18.17354,10.15298,423.3212,44,12/02/2020 11:09:03
9.952841,-1.076747,23.78932,15.40507,218.7438,44,12/02/2020 11:09:04
37.87603,29.26082,18.50435,15.11177,302.9025,44,12/02/2020 11:09:05
0,44.05548,13.07945,15.11177,326.6997,45,12/02/2020 11:09:06
0,35.2631,16.06941,15.11177,371.5344,45,12/02/2020 11:09:07
0,27.97836,14.30635,15.11177,220.3593,45,12/02/2020 11:09:08
9.597136,21.15578,12.13821,5.338459,258.9409,45,12/02/2020 11:09:09
9.597136,12.66272,16.83971,5.338459,303.3724,45,12/02/2020 11:09:10
9.597136,8.233062,22.57473,5.338459,216.5768,45,12/02/2020 11:09:11
9.597136,-3.769407,30.43274,5.338459,177.6103,45,12/02/2020 11:09:12
9.597136,-3.152734,42.66154,5.338459,111.4129,45,12/02/2020 11:09:13
9.597136,-11.70453,44.65638,5.338459,145.6099,45,12/02/2020 11:09:14
9.597136,-16.9658,51.22624,5.338459,372.2384,45,12/02/2020 11:09:15
9.597136,-18.56244,56.2178,5.338459,348.4317,45,12/02/2020 11:09:16
9.597136,-21.01986,58.85941,5.338459,173.1593,45,12/02/2020 11:09:17
9.597136,-20.18881,60.63592,5.338459,239.2787,45,12/02/2020 11:09:18
9.597136,-23.73175,58.22414,5.338459,211.6678,45,12/02/2020 11:09:19
9.597136,-27.13099,56.39727,5.338459,222.5516,45,12/02/2020 11:09:20
9.597136,-25.28444,59.1326,5.338459,251.2451,45,12/02/2020 11:09:21
9.597136,-31.6826,56.19231,5.338459,252.4647,45,12/02/2020 11:09:22
9.597136,-32.08533,56.2581,5.338459,188.4351,45,12/02/2020 11:09:23
9.597136,-33.35535,55.67647,5.338459,242.5255,45,12/02/2020 11:09:24
9.597136,-37.26455,54.01706,5.338459,194.3799,45,12/02/2020 11:09:25
9.597136,-38.0509,55.66541,5.338459,261.5572,45,12/02/2020 11:09:26
9.597136,-40.96168,53.37106,5.338459,229.2053,45,12/02/2020 11:09:27
9.597136,-40.57142,53.77261,5.338459,190.5415,45,12/02/2020 11:09:28
9.597136,-38.97829,56.55292,5.338459,196.8732,45,12/02/2020 11:09:29
9.597136,-37.00131,58.48851,5.338459,204.1439,45,12/02/2020 11:09:30
6.66006,-34.97561,58.10373,5.338459,189.2827,45,12/02/2020 11:09:31
6.66006,-36.83206,52.24545,5.338459,249.3849,45,12/02/2020 11:09:32
6.66006,-38.36404,48.79356,5.338459,228.3646,45,12/02/2020 11:09:33
6.66006,-36.51044,48.04313,5.338459,168.3372,45,12/02/2020 11:09:34
4.601017,-36.14993,44.36744,5.338459,215.651,45,12/02/2020 11:09:35
4.601017,-34.14212,43.24654,5.338459,170.9935,45,12/02/2020 11:09:36
4.601017,-29.34617,41.76976,5.338459,229.8076,45,12/02/2020 11:09:37
4.601016,-25.28324,43.36855,13.67132,200.7893,46,12/02/2020 11:09:38
4.601016,-21.10968,41.51205,17.46358,185.9132,47,12/02/2020 11:09:39
3.081683,-14.81497,41.50934,14.90613,213.5345,48,12/02/2020 11:09:40
2.950822,-7.493815,41.48317,10.30507,167.2956,48,12/02/2020 11:09:41
9.903449,-9.157117,32.23337,10.8205,199.4011,49,12/02/2020 11:09:42
19.86819,-22.69011,34.25446,6.636471,315.5899,49,12/02/2020 11:09:43
11.45627,-16.58365,35.5714,9.96453,210.376,50,12/02/2020 11:09:44
21.7096,10.15979,32.05589,13.01429,292.7427,50,12/02/2020 11:09:45
21.7096,32.35574,30.5682,13.01429,322.8302,50,12/02/2020 11:09:46
