predatorVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time
9.519588,-8.102777,41.98423,10.60469,383.1836,3,12/02/2020 09:37
9.519588,-15.11356,44.84044,10.60469,241.0438,3,12/02/2020 09:37
9.519588,-17.63535,43.53189,10.60469,203.9317,3,12/02/2020 09:37
9.519588,-19.66083,43.09007,10.60469,220.8777,3,12/02/2020 09:37
9.519588,-20.48218,44.60922,10.60469,257.5645,3,12/02/2020 09:37
9.519588,-19.54839,49.07182,10.60469,208.1882,3,12/02/2020 09:37
9.519588,-21.46996,49.73909,10.60469,237.5268,3,12/02/2020 09:37
9.519588,-25.91047,49.16195,10.60469,225.6332,3,12/02/2020 09:37
8.390088,-26.45301,52.28494,10.60469,185.8984,3,12/02/2020 09:37
0,-24.80838,42.06511,5.388772,367.0226,4,12/02/2020 09:37
0,-25.87543,41.49592,5.388772,201.9021,5,12/02/2020 09:37
7.80E-08,-23.6299,41.5342,5.388772,139.4121,6,12/02/2020 09:38
1.33E-05,-18.98688,41.53884,5.388772,130.1265,6,12/02/2020 09:38
0.5812557,-13.87086,41.53128,5.388772,130.1874,7,12/02/2020 09:38
0.09858984,-11.21518,41.50887,5.388772,179.1252,7,12/02/2020 09:38
9.730143,-4.335412,38.4474,8.097762,146.1051,7,12/02/2020 09:38
9.618142,9.889307,35.77508,8.097762,245.3694,7,12/02/2020 09:38
9.618142,14.2101,29.32087,8.097762,259.3666,7,12/02/2020 09:38
9.618142,15.7361,26.00297,8.097762,296.6201,7,12/02/2020 09:38
9.618142,16.69165,22.69898,8.097762,282.4541,7,12/02/2020 09:38
9.618142,23.22575,28.59715,8.097762,332.6311,7,12/02/2020 09:38
9.618142,25.30944,25.3965,8.097762,218.8972,7,12/02/2020 09:38
9.618142,31.17112,32.93082,8.097762,393.8938,7,12/02/2020 09:38
9.618142,35.14258,36.84954,8.097762,320.4086,7,12/02/2020 09:38
9.618142,36.31462,38.51235,8.097762,259.2697,7,12/02/2020 09:38
9.618142,39.55581,34.83017,8.097762,215.2536,7,12/02/2020 09:38
9.618142,44.06067,29.41291,8.097762,346.4735,7,12/02/2020 09:38
9.618142,45.00589,32.60408,8.097762,269.1241,7,12/02/2020 09:38
9.618142,46.18093,37.34767,8.097762,305.9368,7,12/02/2020 09:38
9.618142,46.333,36.32473,8.097762,291.1785,7,12/02/2020 09:38
1.19E-07,46.98952,28.64802,8.097762,235.5774,8,12/02/2020 09:38
1.19E-07,39.30761,25.41766,8.097762,325.5267,8,12/02/2020 09:38
1.19E-07,33.72698,20.14838,8.097762,331.535,8,12/02/2020 09:38
0.2686477,29.75325,27.77563,8.097762,46.35933,8,12/02/2020 09:38
0.2686477,26.53689,26.36456,8.097762,55.89708,8,12/02/2020 09:38
0.2686477,25.70322,29.46303,8.097762,263.1724,8,12/02/2020 09:38
0.4813813,21.05033,36.55276,8.097762,320.6646,9,12/02/2020 09:38
0.2209601,17.42582,29.63056,8.097762,205.2455,9,12/02/2020 09:38
0.2209601,16.76017,21.35115,8.097762,228.1127,9,12/02/2020 09:38
0.2209601,15.78288,19.43289,8.097762,289.5886,9,12/02/2020 09:38
9.403018,6.939878,20.5108,8.928158,80.77019,9,12/02/2020 09:38
9.403018,-8.549301,24.16123,8.928158,265.2402,9,12/02/2020 09:38
16.38917,-24.16377,15.60491,6.407218,162.7172,9,12/02/2020 09:38
16.38917,-28.12003,4.496546,6.407218,89.95067,9,12/02/2020 09:38
7.401961,-37.16938,5.289262,8.380387,101.4638,9,12/02/2020 09:38
7.401961,-40.38122,15.3585,8.380387,392.695,9,12/02/2020 09:38
7.401961,-41.10253,21.32849,8.380387,97.17879,9,12/02/2020 09:38
7.401961,-38.60875,21.31031,8.380387,175.1607,9,12/02/2020 09:38
7.401961,-40.66625,26.38554,8.380387,140.4796,9,12/02/2020 09:38
7.401961,-41.04457,33.01662,8.380387,165.4205,9,12/02/2020 09:38
7.401961,-43.96352,35.80558,8.380387,218.2097,9,12/02/2020 09:38
2.723237,-40.02437,36.30346,8.976701,120.9619,9,12/02/2020 09:38
1.89067,-30.10857,36.99817,8.976701,129.4379,10,12/02/2020 09:38
1.694754,-29.65275,35.84558,8.976701,350.4327,10,12/02/2020 09:38
1.694754,-30.15749,36.92235,8.976701,359.8835,11,12/02/2020 09:38
1.24552,-29.62835,26.89043,8.976701,226.9718,11,12/02/2020 09:38
1.24552,-23.1095,21.34506,8.976701,175.3748,11,12/02/2020 09:38
2.295947,-22.08753,14.67232,8.976701,86.50879,11,12/02/2020 09:38
2.295947,-19.26365,11.4504,8.976701,225.1134,11,12/02/2020 09:38
2.295947,-24.17098,5.909386,8.976701,395.8989,11,12/02/2020 09:38
2.295947,-20.54788,9.213821,8.976701,104.4181,11,12/02/2020 09:38
2.295947,-12.71748,11.67497,8.976701,87.6891,11,12/02/2020 09:38
2.295947,-11.25117,4.858,8.976701,324.9806,11,12/02/2020 09:38
2.295947,-14.30658,4.729982,8.976701,243.1976,11,12/02/2020 09:38
3.58E-07,-13.76091,1.690651,8.976701,39.3283,12,12/02/2020 09:38
3.58E-07,-11.93288,11.04901,8.976701,77.69171,12,12/02/2020 09:38
3.58E-07,-15.95189,11.90179,8.976701,266.5633,12,12/02/2020 09:38
3.58E-07,-21.9044,12.0652,8.976701,272.7042,12,12/02/2020 09:38
3.58E-07,-21.48663,8.716128,8.976701,195.7697,12,12/02/2020 09:38
3.58E-07,-18.84357,13.3698,8.976701,386.2531,12,12/02/2020 09:38
1.466435,-13.09636,12.58855,8.976701,66.57549,12,12/02/2020 09:39
1.466435,-16.67675,10.55651,8.976701,208.493,12,12/02/2020 09:39
1.471681,-15.26278,9.329175,8.976701,80.22092,12,12/02/2020 09:39
0.3598548,-13.20605,8.069315,8.976701,133.3832,12,12/02/2020 09:39
0.7340418,-15.90957,12.11754,8.976701,133.3931,12,12/02/2020 09:39
0.7817281,-18.62528,16.00079,8.976701,381.473,12,12/02/2020 09:39
0.7817281,-16.80134,14.27013,8.976701,185.7201,12,12/02/2020 09:39
0.397436,-12.42383,6.567554,8.976701,139.3726,12,12/02/2020 09:39
17.03123,11.40929,1.21427,6.383376,176.2197,12,12/02/2020 09:39
10.67242,19.0346,4.389894,6.383376,360.3722,13,12/02/2020 09:39
10.67242,29.76785,0.8108883,6.383376,208.3692,13,12/02/2020 09:39
10.67242,34.34589,7.027208,6.383376,51.43756,14,12/02/2020 09:39
10.67242,42.60571,15.24909,6.383376,329.242,14,12/02/2020 09:39
10.67242,43.66277,16.79553,6.383376,333.5157,14,12/02/2020 09:39
10.67242,45.29454,15.10145,6.383376,290.7084,14,12/02/2020 09:39
10.67242,47.86182,20.12326,6.383376,334.4828,14,12/02/2020 09:39
0.2567897,42.48857,19.1884,6.383376,330.4005,15,12/02/2020 09:39
0.2567897,33.09823,18.68326,6.383376,332.6901,15,12/02/2020 09:39
0.2567897,23.55058,19.16256,6.383376,310.8256,15,12/02/2020 09:39
0.2567897,18.20349,18.74718,6.383376,261.4852,15,12/02/2020 09:39
0.2567897,15.983,16.58545,6.383376,49.80256,15,12/02/2020 09:39
0.2567897,16.08223,18.09757,6.383376,382.2933,15,12/02/2020 09:39
0.2567897,19.90351,13.28465,6.383376,176.4067,15,12/02/2020 09:39
0.2567897,14.62789,19.00346,6.383376,68.65912,15,12/02/2020 09:39
0.2567897,15.6642,22.08505,6.383376,103.637,15,12/02/2020 09:39
9.720362,8.050028,15.95644,7.404695,336.3878,15,12/02/2020 09:39
9.720362,-1.981651,12.91698,7.404695,170.7644,15,12/02/2020 09:39
9.720362,-4.259247,11.21012,7.404695,80.91637,15,12/02/2020 09:39
19.16826,3.608438,23.47083,5.846217,77.75687,15,12/02/2020 09:39
19.16826,14.85321,35.27261,5.846217,265.2564,15,12/02/2020 09:39
0.5267166,20.14026,34.00486,5.846217,384.0333,16,12/02/2020 09:39
0.04637418,14.63473,34.148,5.846217,248.8862,17,12/02/2020 09:39
0.7975387,18.20003,32.64567,5.846217,259.19,17,12/02/2020 09:39
0.8083087,14.18851,23.85619,5.846217,256.3146,17,12/02/2020 09:39
0.8083087,3.852548,20.97457,5.846217,286.5617,17,12/02/2020 09:39
10.06793,0.9577128,10.39134,9.149683,246.4182,17,12/02/2020 09:39
10.06793,0.454167,-0.07915115,9.149683,65.05376,17,12/02/2020 09:39
8.176682,-3.532336,-7.19529,10.06141,44.23454,17,12/02/2020 09:39
8.176682,-5.496051,-8.824932,10.06141,384.0753,17,12/02/2020 09:39
8.176682,-3.769902,-12.0914,10.06141,147.4642,17,12/02/2020 09:39
8.176682,-7.761594,-10.30061,10.06141,77.63808,17,12/02/2020 09:39
8.176682,-10.07427,-15.80897,10.06141,285.1307,17,12/02/2020 09:39
8.176682,-14.84019,-15.95994,10.06141,81.76723,17,12/02/2020 09:39
8.176682,-24.20728,-18.93587,10.06141,81.3889,17,12/02/2020 09:39
8.176682,-20.57034,-21.27405,10.06141,51.11446,17,12/02/2020 09:39
8.176682,-19.9521,-23.23658,10.06141,44.94798,17,12/02/2020 09:39
8.176682,-19.68014,-21.4187,10.06141,68.01377,17,12/02/2020 09:39
8.176682,-21.32768,-19.26145,10.06141,375.6401,17,12/02/2020 09:39
8.176682,-25.40219,-17.24172,10.06141,63.78852,17,12/02/2020 09:39
8.176682,-22.5324,-17.02221,10.06141,47.04266,17,12/02/2020 09:39
8.176682,-28.56922,-16.16259,10.06141,41.73211,17,12/02/2020 09:39
8.176682,-27.92643,-18.38211,10.06141,110.2852,17,12/02/2020 09:39
8.176682,-28.28018,-26.18699,10.06141,294.2872,17,12/02/2020 09:39
3.589981,-29.45636,-27.45689,10.06141,67.58344,17,12/02/2020 09:39
7.198266,-28.6491,-17.84706,7.578258,77.63852,17,12/02/2020 09:39
7.198266,-30.10167,-4.355978,7.578258,100.3107,17,12/02/2020 09:39
3.84036,-25.11098,-6.968521,7.578258,170.6232,18,12/02/2020 09:39
3.84036,-21.05972,-4.457134,7.578258,124.4555,18,12/02/2020 09:39
3.84036,-14.20374,-4.195517,7.578258,70.71025,19,12/02/2020 09:39
3.84036,-11.08855,-4.221491,7.578258,68.44796,19,12/02/2020 09:39
3.84036,-15.85046,-4.499752,7.578258,249.1438,20,12/02/2020 09:40
3.84036,-19.16203,-4.209383,9.484277,50.99069,21,12/02/2020 09:40
3.840359,-19.06716,-4.215235,9.484277,42.33158,21,12/02/2020 09:40
3.840359,-18.02954,-4.118153,9.484277,349.0851,21,12/02/2020 09:40
3.840359,-16.60044,-4.214561,9.484277,40.52886,22,12/02/2020 09:40
3.840359,-15.87531,-4.217529,9.484277,55.57452,22,12/02/2020 09:40
3.840359,-16.7515,-9.116777,9.484277,387.1212,22,12/02/2020 09:40
3.840359,-19.319,-5.514088,9.484277,367.7914,22,12/02/2020 09:40
3.840359,-21.4354,-7.689201,9.484277,360.7634,22,12/02/2020 09:40
3.840359,-19.63213,-4.25691,9.484277,126.7692,23,12/02/2020 09:40
3.84036,-12.99676,-6.290968,9.484277,133.0921,23,12/02/2020 09:40
3.84036,-10.10467,-4.068508,9.484277,58.78819,24,12/02/2020 09:40
2.488754,-6.133003,-5.084129,9.484277,138.7451,24,12/02/2020 09:40
2.088712,-5.9163,-5.657591,9.484277,89.44249,24,12/02/2020 09:40
2.088712,0.5761797,-5.314751,9.484277,69.4391,24,12/02/2020 09:40
1.360351,-0.2786812,-6.338686,9.484277,125.0965,24,12/02/2020 09:40
1.360351,-2.020883,-4.859394,9.484277,358.7607,24,12/02/2020 09:40
1.360351,-3.275583,5.460102,9.484277,304.4517,24,12/02/2020 09:40
1.360351,-10.35326,4.827413,9.484277,363.445,24,12/02/2020 09:40
1.360351,-11.64814,7.728566,9.484277,84.46162,24,12/02/2020 09:40
1.270896,-5.982749,6.020159,9.484277,180.001,24,12/02/2020 09:40
1.270896,-5.355987,6.031197,9.484277,166.6322,24,12/02/2020 09:40
1.270896,-2.18295,7.5009,9.484277,156.0955,24,12/02/2020 09:40
1.270896,0.8645757,15.31334,9.484277,331.8537,24,12/02/2020 09:40
1.270896,0.1518525,24.17299,9.484277,41.65524,24,12/02/2020 09:40
1.270896,1.26473,19.8776,9.484277,48.47024,24,12/02/2020 09:40
1.270896,1.149038,23.1822,9.484277,58.27508,24,12/02/2020 09:40
1.270896,4.296986,20.24843,9.484277,327.5903,24,12/02/2020 09:40
1.270896,-4.499462,22.7554,9.484277,271.2739,24,12/02/2020 09:40
1.270896,3.527988,24.29391,9.484277,78.07582,24,12/02/2020 09:40
1.270896,6.609877,25.88199,9.484277,76.90662,24,12/02/2020 09:40
1.270896,9.080613,24.39914,9.484277,231.6767,24,12/02/2020 09:40
1.270896,5.289668,21.16565,9.484277,203.5832,24,12/02/2020 09:40
1.270896,10.83215,21.69911,9.484277,46.29996,24,12/02/2020 09:40
1.270896,3.83781,29.18834,9.484277,345.9968,24,12/02/2020 09:40
0,-7.053061,40.84486,3.133841,102.6391,25,12/02/2020 09:40
9.905889,3.344467,42.46234,10.95927,261.0916,25,12/02/2020 09:40
9.323328,3.51883,30.63752,5.890133,126.8856,25,12/02/2020 09:40
4.624671,12.73807,31.91828,2.822361,178.736,25,12/02/2020 09:40
5.288642,13.49473,25.67046,9.428044,302.1008,25,12/02/2020 09:40
5.288642,6.863924,19.58541,9.428044,180.55,25,12/02/2020 09:40
15.032,15.06446,8.936467,9.247205,353.4427,25,12/02/2020 09:40
6.101875,16.94825,2.60888,4.171125,393.7211,25,12/02/2020 09:40
6.153517,15.90095,5.578493,4.171125,346.7243,25,12/02/2020 09:40
9.567059,12.5367,6.421838,5.153636,342.0324,26,12/02/2020 09:40
9.567059,2.390361,11.94229,5.153636,160.9532,26,12/02/2020 09:40
9.567059,-9.009524,20.47855,5.153636,183.096,26,12/02/2020 09:40
9.567059,-15.68877,17.69865,5.153636,242.7771,26,12/02/2020 09:40
9.567059,-14.72972,25.30102,5.153636,142.7727,26,12/02/2020 09:40
9.567059,-18.17546,35.46305,5.153636,114.1016,26,12/02/2020 09:40
4.77E-07,-10.96135,34.0322,5.153636,108.6484,27,12/02/2020 09:40
1.95E-06,-5.096457,39.54617,5.153636,155.3388,28,12/02/2020 09:40
1.95E-06,-4.039781,35.88038,5.153636,359.9546,28,12/02/2020 09:40
1.95E-06,-5.405228,35.03143,5.153636,112.292,28,12/02/2020 09:40
1.95E-06,-3.380285,35.98157,5.153636,144.2437,28,12/02/2020 09:40
1.95E-06,3.168773,32.71898,5.153636,96.81325,28,12/02/2020 09:40
0.707347,6.951702,28.82493,5.153636,239.5518,28,12/02/2020 09:40
0.707347,5.152733,27.55383,5.153636,63.01527,28,12/02/2020 09:40
0.707347,9.688402,31.14804,5.153636,204.3303,28,12/02/2020 09:40
0.707347,18.46522,32.6833,5.153636,174.2806,28,12/02/2020 09:41
0.707347,14.14567,30.32297,5.153636,264.3694,28,12/02/2020 09:41
0.707347,13.77998,22.46424,5.153636,235.0507,28,12/02/2020 09:41
0.707347,17.38461,14.63368,5.153636,197.0038,28,12/02/2020 09:41
0.707347,10.26175,14.68419,5.153636,346.866,28,12/02/2020 09:41
0.707347,6.558239,24.34061,5.153636,375.5163,28,12/02/2020 09:41
0.707347,-0.390647,25.03749,5.153636,330.8616,28,12/02/2020 09:41
0.707347,-3.241276,19.33191,5.153636,321.3308,28,12/02/2020 09:41
0.707347,-1.562445,19.798,5.153636,187.6547,28,12/02/2020 09:41
0.707347,6.407215,15.15836,5.153636,268.0103,28,12/02/2020 09:41
0.707347,-0.6537967,16.21756,5.153636,386.0677,28,12/02/2020 09:41
0.707347,2.745864,19.08153,5.153636,122.0648,28,12/02/2020 09:41
0.707347,2.344609,21.48752,5.153636,261.9846,28,12/02/2020 09:41
0.707347,5.991838,22.96267,5.153636,131.7388,28,12/02/2020 09:41
0.707347,3.722157,25.45349,5.153636,291.161,28,12/02/2020 09:41
0.707347,4.460374,24.09292,5.153636,167.2503,28,12/02/2020 09:41
0.707347,6.967175,21.88587,5.153636,69.79916,28,12/02/2020 09:41
0.707347,12.49051,18.00065,5.153636,286.1066,28,12/02/2020 09:41
0.707347,3.969698,14.93579,5.153636,258.2269,28,12/02/2020 09:41
0.707347,8.929722,11.53764,5.153636,343.5301,28,12/02/2020 09:41
0.707347,2.790751,8.568987,5.153636,226.046,28,12/02/2020 09:41
0.707347,4.418067,2.626594,5.153636,365.0752,28,12/02/2020 09:41
0.707347,7.976583,7.577078,5.153636,150.7289,28,12/02/2020 09:41
0.707347,13.90853,8.486242,5.153636,51.64212,28,12/02/2020 09:41
0.707347,20.98734,9.117082,5.153636,179.3249,28,12/02/2020 09:41
0.4231251,16.01424,6.768979,5.153636,128.7411,28,12/02/2020 09:41
0.4231251,17.40976,14.6229,5.153636,324.4505,28,12/02/2020 09:41
0.4231251,13.14324,12.78411,5.153636,152.4741,28,12/02/2020 09:41
0.4231251,14.74971,20.59707,5.153636,343.0744,28,12/02/2020 09:41
0.4231251,16.90605,23.71035,5.153636,174.6465,28,12/02/2020 09:41
0.4231251,15.42787,20.1207,5.153636,349.6471,28,12/02/2020 09:41
0.4231251,18.38086,17.71942,5.153636,155.1323,28,12/02/2020 09:41
0.4231251,13.62065,16.42263,5.153636,87.4833,28,12/02/2020 09:41
0.4231251,11.28195,16.27694,5.153636,240.2748,28,12/02/2020 09:41
0.4231251,9.362288,24.60823,5.153636,360.1175,28,12/02/2020 09:41
0.4231251,0.9403765,25.55672,5.153636,291.473,28,12/02/2020 09:41
0.4231251,-3.460743,21.92879,5.153636,332.027,28,12/02/2020 09:41
0.4231251,-6.488237,18.91436,5.153636,289.316,28,12/02/2020 09:41
0.4231251,-8.543624,20.51232,5.153636,287.0995,28,12/02/2020 09:41
0.4231251,-8.454336,18.41323,5.153636,81.94791,28,12/02/2020 09:41
0.4231251,-8.308148,18.62372,5.153636,103.4389,28,12/02/2020 09:41
0.4231251,-11.99137,17.27307,5.153636,250.4194,28,12/02/2020 09:41
0.4231251,-8.443461,8.981532,5.153636,156.8131,28,12/02/2020 09:41
0.4231251,-3.42312,10.56471,5.153636,264.2082,28,12/02/2020 09:41
0.4231251,-1.610149,11.31857,5.153636,134.7683,28,12/02/2020 09:41
0.4231251,0.2748444,11.97256,5.153636,370.0556,28,12/02/2020 09:41
0.4231251,5.307284,13.13901,5.153636,156.0175,28,12/02/2020 09:41
0.4231251,5.409799,13.30209,5.153636,298.2536,28,12/02/2020 09:41
0.4231251,2.599911,6.245623,5.153636,229.2906,28,12/02/2020 09:41
0.4231251,2.266293,6.040099,5.153636,378.7286,28,12/02/2020 09:41
0.4231251,-2.999911,13.85716,5.153636,330.8515,28,12/02/2020 09:41
0.4231251,-11.87735,13.89879,5.153636,242.3842,28,12/02/2020 09:41
0.4231251,-6.239107,9.879993,5.153636,171.2725,28,12/02/2020 09:41
0.4231251,-6.196672,9.941689,5.153636,370.1783,28,12/02/2020 09:41
0.5474674,-1.1296,13.11294,5.153636,85.90663,28,12/02/2020 09:41
0.5474674,4.747049,20.40162,5.153636,380.4153,28,12/02/2020 09:41
0.5474674,7.948341,22.62729,5.153636,73.11259,28,12/02/2020 09:41
0.5474674,4.64885,22.46996,5.153636,312.3455,28,12/02/2020 09:41
19.8616,-6.727308,29.282,10.6533,370.7175,28,12/02/2020 09:41
0,-17.9836,35.0104,6.699086,322.48,29,12/02/2020 09:42
0,-18.69333,28.79145,6.699086,208.176,29,12/02/2020 09:42
0,-17.27274,19.20125,6.699086,179.2327,29,12/02/2020 09:42
0,-11.26596,13.36946,6.699086,344.0996,29,12/02/2020 09:42
9.681013,-13.92972,10.21795,10.34424,81.72377,29,12/02/2020 09:42
10.01109,-15.19481,13.60063,10.4993,373.9467,29,12/02/2020 09:42
0,-14.20049,36.56535,7.575247,93.91818,30,12/02/2020 09:42
0,-14.91675,30.87197,7.575247,244.1032,30,12/02/2020 09:42
0,-15.91233,22.33075,7.575247,169.7765,30,12/02/2020 09:42
0,-9.961178,22.6625,7.575247,183.5683,30,12/02/2020 09:42
9.864414,-2.821863,15.65461,9.139998,185.0493,30,12/02/2020 09:42
9.864414,6.170306,3.098812,9.139998,50.51711,30,12/02/2020 09:42
0,15.01939,0.7250786,9.139998,121.5035,31,12/02/2020 09:42
0,13.80754,2.115128,9.139998,330.0168,31,12/02/2020 09:42
0,4.270503,1.341045,9.139998,304.2234,31,12/02/2020 09:42
0,-2.91756,5.71707,9.139998,258.3052,31,12/02/2020 09:42
0,-5.000634,-1.606712,9.139998,268.3569,31,12/02/2020 09:42
2.38E-07,-9.741719,2.242861,9.139998,382.8725,32,12/02/2020 09:42
2.38E-07,-11.40958,9.560048,9.139998,334.5629,32,12/02/2020 09:42
0.501834,-16.92725,4.114983,9.139998,180.5912,32,12/02/2020 09:42
0.5830292,-14.26482,4.512925,9.139998,342.4885,32,12/02/2020 09:42
0.3558623,-8.329949,8.994809,9.139998,357.6513,32,12/02/2020 09:42
0.3558623,-2.880759,10.24974,9.139998,141.7735,32,12/02/2020 09:42
0.3558623,2.589382,14.35334,9.139998,367.9766,32,12/02/2020 09:42
0.3558623,6.900533,18.60237,9.139998,205.7603,32,12/02/2020 09:42
0.3558623,11.18281,19.15937,9.139998,130.8525,32,12/02/2020 09:42
0.3558623,14.08864,18.39102,9.139998,377.0721,32,12/02/2020 09:42
0.3558623,7.673603,21.34708,9.139998,251.4241,32,12/02/2020 09:42
0.3558623,3.710494,19.12471,9.139998,313.8579,32,12/02/2020 09:42
0.3558623,5.510714,23.24156,9.139998,114.5767,32,12/02/2020 09:42
0.3558623,4.678397,19.29195,9.139998,301.3095,32,12/02/2020 09:42
0.3558623,-0.6869547,19.40515,9.139998,202.085,32,12/02/2020 09:42
0.3558623,0.1978101,18.3705,9.139998,145.6145,32,12/02/2020 09:42
0.3558623,8.594331,19.91678,9.139998,66.74393,32,12/02/2020 09:42
0.3558623,8.457011,22.16658,9.139998,267.4372,32,12/02/2020 09:42
0.3558623,9.891783,14.76705,9.139998,169.8707,32,12/02/2020 09:42
0.3558623,2.990671,16.30831,9.139998,393.9725,32,12/02/2020 09:42
0.3558623,0.4383675,25.06403,9.139998,51.10053,32,12/02/2020 09:42
0.3558623,9.305901,28.40919,9.139998,119.7683,32,12/02/2020 09:42
0.3558623,5.6208,25.35376,9.139998,289.765,32,12/02/2020 09:42
0.3558623,1.560733,25.90514,9.139998,218.6407,32,12/02/2020 09:42
0.3558623,1.943918,26.31386,9.139998,329.7144,32,12/02/2020 09:42
0.3558623,2.507144,25.54208,9.139998,150.8517,32,12/02/2020 09:42
0.3558623,4.41232,25.32062,9.139998,109.2944,32,12/02/2020 09:42
0.3558623,-3.245387,24.07163,9.139998,238.331,32,12/02/2020 09:42
0.3558623,-4.155899,17.20496,9.139998,366.0876,32,12/02/2020 09:42
0.3558623,-7.060277,23.59644,9.139998,280.377,32,12/02/2020 09:42
0.3558623,-9.001591,19.08958,9.139998,223.6808,32,12/02/2020 09:42
9.900209,-2.076218,23.17215,7.072022,365.0195,32,12/02/2020 09:42
9.900209,5.268098,21.4639,7.072022,250.9383,32,12/02/2020 09:42
10.13091,5.775612,14.60715,8.656614,121.8193,32,12/02/2020 09:42
19.19471,-7.99869,3.764704,5.488753,183.8859,32,12/02/2020 09:42
1.056189,-7.889735,1.579884,5.488753,183.7117,33,12/02/2020 09:42
0.08177235,-5.78809,5.775953,5.488753,185.5207,33,12/02/2020 09:42
0.08177235,-3.957267,6.920295,5.488753,330.2614,33,12/02/2020 09:42
0.08177235,-4.224539,6.712357,5.488753,167.7817,33,12/02/2020 09:42
0.08177235,-1.832118,6.795616,5.488753,299.1959,33,12/02/2020 09:42
0.444511,-4.98232,3.054379,5.488753,77.49841,33,12/02/2020 09:42
0.444511,-6.49355,10.54716,5.488753,386.7602,33,12/02/2020 09:42
0.444511,-0.8696511,13.77734,5.488753,43.54813,33,12/02/2020 09:42
0.444511,3.270927,16.84604,5.488753,186.7522,33,12/02/2020 09:43
0.444511,8.34066,19.42894,5.488753,255.4006,33,12/02/2020 09:43
0.444511,8.859488,13.70654,5.488753,126.5827,33,12/02/2020 09:43
0.444511,4.234794,9.967795,5.488753,321.2726,33,12/02/2020 09:43
0.444511,2.667599,10.53312,5.488753,295.8317,33,12/02/2020 09:43
0.444511,1.294429,12.46764,5.488753,198.6778,33,12/02/2020 09:43
0.444511,3.502315,10.12559,5.488753,219.5133,33,12/02/2020 09:43
0.444511,6.651037,5.470531,5.488753,181.36,33,12/02/2020 09:43
0.444511,3.872497,9.519288,5.488753,374.5742,33,12/02/2020 09:43
0.444511,3.416178,8.591037,5.488753,392.2753,33,12/02/2020 09:43
0.2777476,4.512647,10.28608,5.488753,256.5054,33,12/02/2020 09:43
0.3638468,4.767013,8.930447,5.488753,366.603,33,12/02/2020 09:43
0.8496453,5.32304,11.59898,5.488753,327.4186,33,12/02/2020 09:43
0.8496453,-0.6763976,13.92362,5.488753,85.39869,33,12/02/2020 09:43
0.8496453,-6.850802,11.91595,5.488753,82.51161,33,12/02/2020 09:43
0.8496453,0.4507079,17.93727,5.488753,88.09888,33,12/02/2020 09:43
